arm,n,wall_med,wall_iqr,MBps_med,MBps_iqr,runs_ok_med,runs_exp,peak_rss_MB,cpu_pct_med,conc_med,conc_max,conc_host_max,workers_max,timeouts,nonzero_rc,formats,success_pct
adaptiseq-climb-j16,3,122.7,61.3,96.64,45.71,4.0,4,76.0,45.0,9.0,18,18,8,0,0,gz,100.0
adaptiseq-j8,3,127.7,54.1,92.82,33.82,4.0,4,74.0,42.0,6.0,18,18,8,0,0,gz,100.0
adaptiseq-j16,3,128.1,81.8,92.53,48.96,4.0,4,73.0,45.0,13.0,18,18,8,0,0,gz,100.0
adaptiseq-adaptive-j16,3,156.6,32.7,75.69,12.92,4.0,4,69.0,48.0,6.0,18,18,8,0,0,gz,100.0
adaptiseq-j4,3,163.8,105.3,72.36,55.89,4.0,4,64.0,56.0,9.0,10,10,4,0,0,gz,100.0
