t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.2	0.0	0.00	0.00	1
0.50	52.3	188.2	0.00	0.00	2
1.01	44.6	0.0	0.00	0.02	1
1.51	45.9	2.0	0.00	0.00	1
2.02	46.4	2.0	0.00	0.69	1
2.52	48.5	9.9	0.00	16.32	1
3.02	49.1	19.9	0.00	50.33	1
3.53	49.1	21.8	0.00	47.28	1
4.03	49.1	21.8	0.00	51.99	1
4.54	49.2	17.8	0.00	42.11	1
5.04	49.2	17.8	0.00	49.01	1
5.55	49.2	17.8	0.00	46.56	1
6.05	49.4	21.8	0.00	51.87	1
6.56	49.4	17.8	0.00	46.00	1
7.06	49.2	29.7	0.00	78.89	1
7.56	50.2	39.6	0.00	105.47	1
8.07	50.2	39.5	0.00	82.73	1
8.58	50.2	33.7	0.00	84.25	1
9.08	50.2	33.7	0.00	52.08	1
9.58	50.2	33.7	0.00	46.10	1
10.09	50.2	33.7	0.00	46.07	1
10.59	50.2	29.7	0.00	42.11	1
11.10	50.2	35.7	0.00	39.75	1
11.60	50.2	33.7	0.00	39.03	1
12.11	50.2	33.8	0.00	39.33	1
12.61	50.2	35.7	0.00	37.56	1
13.11	50.2	35.6	0.00	35.27	1
13.62	50.2	35.7	0.00	34.92	1
14.12	50.2	31.7	0.00	33.15	1
14.63	50.2	35.7	0.00	34.71	1
15.13	50.2	33.7	0.00	34.54	1
15.64	50.2	31.7	0.00	33.88	1
16.14	50.2	33.7	0.00	34.39	1
16.64	50.2	33.7	0.00	34.00	1
17.15	50.2	33.7	0.00	29.75	1
17.65	50.2	33.7	0.00	30.78	1
18.16	50.2	31.8	0.00	30.87	1
18.66	50.2	35.7	0.00	30.98	1
19.17	50.2	33.7	0.00	31.51	1
19.67	50.2	31.8	0.00	31.29	1
20.17	50.2	29.8	0.00	29.72	1
20.68	50.2	21.8	0.00	22.76	1
21.18	50.2	21.8	0.00	26.04	1
21.68	50.2	21.8	0.00	19.51	1
22.19	50.2	23.8	0.00	19.92	1
22.69	50.2	25.8	0.00	20.18	1
23.20	50.2	25.8	0.00	20.58	1
23.70	50.2	25.8	0.00	20.44	1
24.20	50.2	25.8	0.00	21.49	1
24.71	50.2	25.8	0.00	21.34	1
25.21	50.2	25.8	0.00	21.76	1
25.72	50.2	25.8	0.00	22.13	1
26.22	50.2	25.8	0.00	22.30	1
26.72	50.2	23.7	0.00	19.88	1
27.23	50.2	25.7	0.00	21.51	1
