t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.2	0.0	0.00	0.00	1
0.51	122.3	227.7	0.00	0.00	2
1.01	127.2	7.9	0.00	0.00	2
1.51	130.8	2.0	0.00	0.00	3
2.02	130.8	0.0	0.00	0.00	3
2.52	130.8	0.0	0.00	0.01	3
3.02	130.8	2.0	0.00	0.00	3
3.53	131.3	0.0	0.00	0.00	3
4.03	131.9	2.0	0.00	6.25	3
4.54	132.4	0.0	0.00	12.48	3
5.04	135.0	6.0	0.00	31.23	3
5.54	135.8	7.9	0.00	64.47	3
6.05	135.2	7.9	0.00	54.12	3
6.55	135.2	6.0	0.00	52.00	3
7.06	135.8	9.9	0.00	64.53	3
7.56	135.6	7.9	0.00	64.47	3
8.06	135.5	9.9	0.00	70.75	3
8.57	135.5	7.9	0.00	66.54	3
9.07	135.5	7.9	0.00	49.95	3
9.58	135.5	7.9	0.00	52.01	3
10.08	135.5	6.0	0.00	54.08	3
10.58	135.5	7.9	0.00	58.24	3
11.09	135.5	9.9	0.00	64.53	3
11.59	135.5	4.0	0.00	41.57	3
12.10	135.7	7.9	0.00	56.21	3
12.60	135.8	11.9	0.00	58.25	3
13.10	135.9	7.9	0.00	58.26	3
13.61	135.5	9.9	0.00	60.32	3
14.11	135.5	7.9	0.00	49.96	3
14.62	135.6	9.9	0.00	43.69	3
15.12	135.5	11.9	0.00	52.04	3
15.62	135.5	9.9	0.00	45.76	3
16.13	135.5	11.9	0.00	39.56	3
16.63	135.5	9.9	0.00	41.57	3
17.14	135.5	9.9	0.00	39.54	3
17.64	135.5	9.9	0.00	41.58	3
18.15	135.5	7.9	0.00	35.35	3
18.65	135.5	4.0	0.00	12.45	3
19.15	135.8	6.0	0.00	16.65	3
19.66	135.6	7.9	0.00	33.26	3
20.16	135.9	9.9	0.00	37.45	3
20.67	135.5	9.9	0.00	39.49	3
21.17	135.5	9.9	0.00	41.63	3
21.68	135.5	7.9	0.00	37.43	3
22.18	135.5	9.9	0.00	35.36	3
22.68	135.5	5.9	0.00	33.26	3
23.19	135.5	7.9	0.00	33.26	3
23.69	135.5	6.0	0.00	29.12	3
24.20	135.5	6.0	0.00	31.21	3
24.70	135.5	6.0	0.00	27.05	3
25.20	135.5	7.9	0.00	27.04	3
25.71	135.5	6.0	0.00	31.21	3
26.21	135.5	4.0	0.00	24.98	3
26.72	135.5	6.0	0.00	31.22	3
27.22	135.5	6.0	0.00	31.22	3
27.72	135.5	6.0	0.00	30.86	3
28.23	135.5	6.0	0.00	27.02	3
28.73	135.5	7.9	0.00	31.62	3
29.23	135.5	6.0	0.00	33.31	3
29.74	135.5	9.9	0.00	62.44	3
30.24	135.5	13.9	0.00	68.65	3
30.75	135.5	11.9	0.00	72.81	3
31.25	135.5	13.9	0.00	70.77	3
31.75	135.5	6.0	0.00	45.77	3
32.26	135.5	7.9	0.00	39.54	3
32.76	135.5	4.0	0.00	14.57	3
33.27	135.5	2.0	0.00	12.49	3
33.77	135.5	4.0	0.00	10.40	3
34.27	135.5	4.0	0.00	6.24	3
34.78	135.5	2.0	0.00	8.33	3
35.28	135.5	4.0	0.00	8.32	3
35.78	135.5	2.0	0.00	6.24	3
36.29	135.5	2.0	0.00	6.25	3
36.79	135.5	2.0	0.00	8.27	3
37.30	135.5	0.0	0.00	0.00	3
37.80	135.5	2.0	0.00	0.00	3
38.30	135.5	0.0	0.00	0.00	3
38.81	135.5	0.0	0.00	2.08	3
39.31	135.5	2.0	0.00	12.48	3
39.81	135.5	0.0	0.00	0.00	3
40.32	135.5	0.0	0.00	2.08	3
40.82	135.5	0.0	0.00	0.00	3
41.33	135.5	2.0	0.00	0.00	3
41.83	135.5	0.0	0.00	2.08	3
42.33	135.5	0.0	0.00	0.00	3
42.84	135.5	0.0	0.00	0.00	3
43.34	135.5	0.0	0.00	2.08	3
43.84	135.5	0.0	0.00	0.00	3
44.35	135.5	2.0	0.00	2.08	3
44.85	135.5	0.0	0.00	0.00	3
45.36	135.5	0.0	0.00	2.08	3
45.86	135.5	0.0	0.00	2.08	3
46.36	135.5	2.0	0.00	2.08	3
46.87	135.5	0.0	0.00	0.00	3
47.37	135.5	0.0	0.00	0.00	3
47.87	135.5	0.0	0.00	0.00	3
48.38	135.5	0.0	0.00	0.00	3
48.88	135.5	2.0	0.00	4.15	3
49.39	135.5	0.0	0.00	4.16	3
49.89	135.5	2.0	0.00	4.16	3
50.40	135.5	2.0	0.00	4.16	3
50.90	135.5	2.0	0.00	4.16	3
51.40	135.5	0.0	0.00	4.16	3
51.91	135.5	2.0	0.00	4.16	3
52.41	135.5	2.0	0.00	6.24	3
52.92	135.5	2.0	0.00	4.16	3
53.42	135.5	0.0	0.00	4.16	3
53.92	135.5	2.0	0.00	4.16	3
54.43	113.7	45.7	0.00	4.16	1
54.93	113.7	101.2	0.00	0.00	1
55.44	113.7	99.3	0.00	0.00	1
55.94	113.7	99.2	0.00	0.00	1
56.44	113.7	99.3	0.00	0.00	1
56.95	131.5	61.5	0.00	0.00	3
57.45	131.5	0.0	0.00	0.00	3
57.96	131.5	0.0	0.00	0.00	3
58.46	131.5	0.0	0.00	0.01	3
58.97	131.5	2.0	0.00	0.00	3
59.47	132.6	0.0	0.00	2.08	3
59.97	132.6	4.0	0.00	29.14	3
60.48	134.8	4.0	0.00	36.51	3
60.98	135.3	13.9	0.00	107.07	3
61.49	135.3	19.8	0.00	185.08	3
61.99	136.1	27.8	0.00	189.42	3
62.49	135.5	19.8	0.00	162.30	3
63.00	135.6	21.8	0.00	141.56	3
63.50	135.6	21.8	0.00	137.32	3
64.01	136.2	21.8	0.00	141.55	3
64.51	135.9	21.8	0.00	139.29	3
65.01	135.8	19.9	0.00	129.07	3
65.52	135.7	21.8	0.00	128.97	3
66.02	135.5	19.8	0.00	124.80	3
66.53	136.3	21.8	0.00	124.08	3
67.03	136.2	21.8	0.00	120.94	3
67.54	135.9	21.8	0.00	115.70	3
68.04	135.9	13.9	0.00	70.75	3
68.55	135.9	13.9	0.00	66.52	3
69.05	135.9	9.9	0.00	60.36	3
69.55	135.9	9.9	0.00	62.40	3
70.06	135.9	11.9	0.00	68.65	3
70.56	135.9	15.9	0.00	83.22	3
71.06	135.9	13.9	0.00	81.19	3
71.57	135.9	9.9	0.00	62.41	3
72.07	135.9	6.0	0.00	37.44	3
72.58	135.9	4.0	0.00	20.81	3
73.08	135.9	0.0	0.00	0.00	3
73.59	135.9	0.0	0.00	2.08	3
74.09	135.9	25.8	0.00	4.16	3
74.59	113.7	69.4	0.00	0.00	1
75.10	113.7	99.3	0.00	0.00	1
75.60	113.7	101.2	0.00	0.00	1
76.10	113.7	99.3	0.00	0.00	1
76.61	113.7	99.3	0.00	0.00	1
77.11	115.2	117.1	0.00	0.00	2
77.62	115.2	142.8	0.00	0.00	2
78.12	115.2	143.0	0.00	0.00	2
78.63	115.2	144.5	0.00	0.00	2
79.13	115.2	143.0	0.00	0.00	2
79.63	115.2	144.8	0.00	0.00	2
80.14	115.2	146.9	0.00	0.00	2
80.64	115.2	142.9	0.00	0.00	2
81.14	115.2	148.9	0.00	0.00	2
81.65	115.2	145.7	0.00	0.00	2
82.16	115.2	146.4	0.00	0.00	2
82.66	115.2	144.9	0.00	0.00	2
83.17	115.2	144.8	0.00	0.00	2
83.67	115.2	154.8	0.00	0.00	2
84.17	115.2	158.8	0.00	0.00	2
84.68	115.2	156.8	0.00	0.00	2
85.18	115.2	158.7	0.00	0.00	2
85.68	115.2	160.8	0.00	0.00	2
86.19	115.2	162.8	0.00	0.00	2
86.69	115.2	158.8	0.00	0.00	2
87.20	115.2	160.8	0.00	0.00	2
87.70	115.2	156.9	0.00	0.00	2
88.20	115.2	156.8	0.00	0.00	2
88.71	115.2	154.8	0.00	0.00	2
89.21	115.2	156.7	0.00	0.00	2
89.71	115.2	156.9	0.00	0.00	2
90.22	115.2	158.8	0.00	0.00	2
90.72	115.2	152.9	0.00	0.00	2
91.23	115.2	156.8	0.00	0.00	2
91.73	115.2	156.9	0.00	0.00	2
92.23	115.2	156.9	0.00	0.00	2
92.74	115.2	154.8	0.00	0.00	2
93.24	115.2	154.8	0.00	0.00	2
93.75	115.2	154.5	0.00	0.00	2
94.25	115.2	158.8	0.00	0.00	2
94.75	115.2	156.8	0.00	0.00	2
95.26	115.2	158.8	0.00	0.00	2
95.76	115.2	158.7	0.00	0.00	2
96.27	115.2	158.7	0.00	0.00	2
96.77	115.2	154.5	0.00	0.00	2
97.27	115.2	49.6	0.00	0.00	2
97.78	115.2	146.7	0.00	0.00	2
98.28	115.2	150.9	0.00	0.00	2
98.79	115.2	150.6	0.00	0.00	2
99.29	115.2	148.8	0.00	0.00	2
99.80	115.2	150.7	0.00	0.00	2
100.30	115.2	146.9	0.00	0.00	2
100.80	115.2	150.8	0.00	0.00	2
101.31	115.2	152.9	0.00	0.00	2
101.81	115.2	152.8	0.00	0.00	2
102.31	115.2	152.9	0.00	0.00	2
102.82	115.2	150.8	0.00	0.00	2
103.32	115.2	150.8	0.00	0.00	2
103.83	115.2	150.8	0.00	0.00	2
104.33	115.2	150.9	0.00	0.00	2
104.83	115.2	146.8	0.00	0.00	2
105.34	115.2	148.9	0.00	0.00	2
105.84	115.2	150.8	0.00	0.00	2
106.35	115.2	152.8	0.00	0.00	2
106.85	115.2	150.7	0.00	0.00	2
107.35	115.2	148.9	0.00	0.00	2
107.86	115.2	152.7	0.00	0.00	2
108.36	115.2	146.2	0.00	0.00	2
108.87	115.2	148.9	0.00	0.00	2
109.37	115.2	150.9	0.00	0.00	2
109.87	115.2	148.9	0.00	0.00	2
110.38	115.2	148.9	0.00	0.00	2
110.88	115.2	150.9	0.00	0.00	2
111.38	115.2	148.9	0.00	0.00	2
111.89	115.2	150.9	0.00	0.00	2
112.39	115.2	148.9	0.00	0.00	2
112.90	115.2	150.9	0.00	0.00	2
113.40	115.2	148.9	0.00	0.00	2
113.90	115.2	148.9	0.00	0.00	2
114.41	115.2	150.9	0.00	0.00	2
114.91	115.2	148.9	0.00	0.00	2
115.41	115.2	148.9	0.00	0.00	2
115.92	115.2	150.9	0.00	0.00	2
116.42	115.2	148.9	0.00	0.00	2
116.93	115.2	134.5	0.00	0.00	2
117.43	115.2	141.0	0.00	0.00	2
117.93	115.2	148.8	0.00	0.00	2
118.44	115.2	148.9	0.00	0.00	2
118.94	115.2	148.9	0.00	0.00	2
119.44	115.2	146.9	0.00	0.00	2
119.95	0.0	0.0	0.00	0.00	0
