t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.0	0.0	0.00	0.00	1
0.50	120.5	239.8	0.00	0.00	2
1.01	120.5	0.0	0.00	0.00	2
1.51	121.0	7.9	0.00	9.53	2
2.02	121.0	33.8	0.00	46.08	2
2.52	121.0	47.6	0.00	64.68	2
3.02	121.0	45.6	0.00	60.89	2
3.53	121.0	35.7	0.00	48.10	2
4.03	121.0	41.7	0.00	53.76	2
4.54	121.0	37.7	0.00	46.38	2
5.04	121.0	41.7	0.00	53.52	2
5.54	121.0	39.7	0.00	49.94	2
6.05	121.0	43.7	0.00	54.43	2
6.55	121.0	47.7	0.00	61.34	2
7.05	121.0	41.7	0.00	53.14	2
7.56	121.0	51.6	0.00	64.25	2
8.06	121.0	39.7	0.00	49.96	2
8.56	121.0	39.7	0.00	49.94	2
9.07	121.0	37.7	0.00	47.69	2
9.57	121.0	45.7	0.00	58.41	2
10.08	121.0	39.7	0.00	49.36	2
10.58	121.0	41.7	0.00	49.16	2
11.08	121.0	37.7	0.00	49.21	2
11.59	121.0	51.6	0.00	59.28	2
12.09	121.0	101.3	0.00	0.00	2
12.59	200.0	101.1	0.00	0.00	2
13.10	291.9	37.7	0.00	0.00	3
13.60	797.3	186.6	0.00	29.14	3
14.11	1176.2	439.9	0.00	297.42	3
14.61	1176.2	796.5	0.00	1007.29	3
15.12	1177.2	794.5	0.00	1005.51	3
15.62	1178.0	794.3	0.00	992.90	3
16.13	1178.3	796.8	0.00	1005.87	3
16.63	1178.3	794.5	0.00	1012.61	3
17.14	1151.7	739.0	0.00	931.55	3
17.64	941.4	529.1	0.00	717.67	3
18.14	942.3	271.4	0.00	2170.64	3
18.65	942.3	277.4	0.00	2118.43	3
19.15	119.9	227.8	0.00	0.00	3
19.66	0.0	0.0	0.00	0.00	0
