t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.4	0.0	0.00	0.00	1
0.50	9.9	4.0	0.00	0.00	2
1.01	9.9	2.0	0.00	0.00	2
1.51	10.5	6.0	0.00	5.02	2
2.02	10.5	35.7	0.00	50.79	2
2.52	10.5	49.6	0.00	60.66	2
3.02	10.5	37.7	0.00	50.00	2
3.53	10.5	41.7	0.00	50.22	2
4.03	10.5	45.7	0.00	58.15	2
4.53	10.5	41.7	0.00	54.23	2
5.04	10.5	41.7	0.00	53.87	2
5.54	10.5	53.6	0.00	66.63	2
6.05	10.5	43.6	0.00	55.48	2
6.55	10.5	45.7	0.00	61.10	2
7.05	10.5	53.6	0.00	66.61	2
7.56	10.5	39.7	0.00	51.94	2
8.06	10.5	41.7	0.00	53.67	2
8.56	10.5	35.7	0.00	44.33	2
9.07	10.5	51.6	0.00	66.62	2
9.57	10.5	39.7	0.00	49.98	2
10.07	10.5	37.7	0.00	49.95	2
10.58	10.5	37.7	0.00	45.70	2
11.08	10.5	39.7	0.00	51.79	2
11.59	10.5	59.6	0.00	32.47	2
12.09	10.5	101.3	0.00	0.00	2
12.59	10.1	19.9	0.00	0.00	2
13.10	10.1	101.3	0.00	0.00	2
13.60	10.1	99.3	0.00	0.00	2
14.10	0.0	0.0	0.00	0.00	0
