t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.3	0.0	0.00	0.00	1
0.50	122.6	228.1	0.00	0.00	2
1.01	127.6	7.9	0.00	0.00	2
1.51	131.3	2.0	0.00	0.00	3
2.02	131.3	0.0	0.00	0.00	3
2.52	131.3	0.0	0.00	0.00	3
3.02	131.3	0.0	0.00	0.00	3
3.53	131.3	0.0	0.00	0.00	3
4.03	131.3	0.0	0.00	0.00	3
4.53	131.3	0.0	0.00	0.00	3
5.04	131.3	0.0	0.00	0.01	3
5.54	131.3	0.0	0.00	0.00	3
6.05	132.3	0.0	0.00	0.00	3
6.55	132.6	2.0	0.00	14.57	3
7.05	133.0	2.0	0.00	12.48	3
7.56	135.2	9.9	0.00	70.79	3
8.06	135.5	11.9	0.00	101.92	3
8.56	135.9	17.9	0.00	120.72	3
9.07	135.9	17.9	0.00	145.71	3
9.57	135.9	21.8	0.00	128.98	3
10.08	136.0	21.8	0.00	122.84	3
10.58	135.3	15.9	0.00	93.66	3
11.08	135.3	11.9	0.00	83.26	3
11.59	135.3	11.9	0.00	70.77	3
12.09	135.3	7.9	0.00	37.47	3
12.59	135.3	2.0	0.00	24.98	3
13.10	135.3	4.0	0.00	27.05	3
13.60	135.3	6.0	0.00	22.90	3
14.11	135.3	7.9	0.00	20.81	3
14.61	135.3	4.0	0.00	20.82	3
15.11	135.3	6.0	0.00	22.90	3
15.62	135.3	6.0	0.00	22.90	3
16.12	135.3	6.0	0.00	27.07	3
16.62	135.6	9.9	0.00	52.04	3
17.13	135.7	7.9	0.00	49.97	3
17.63	135.4	9.9	0.00	54.05	3
18.14	136.0	11.9	0.00	62.43	3
18.64	136.0	9.9	0.00	58.26	3
19.14	136.0	11.9	0.00	47.89	3
19.65	136.2	9.9	0.00	43.72	3
20.15	136.5	11.9	0.00	44.31	3
20.66	136.5	11.9	0.00	49.34	3
21.16	136.5	9.9	0.00	41.62	3
21.66	136.1	9.9	0.00	41.61	3
22.17	136.1	9.9	0.00	45.79	3
22.67	136.1	13.9	0.00	48.97	3
23.18	136.1	9.9	0.00	48.82	3
23.68	135.8	9.9	0.00	45.80	3
24.18	135.8	11.9	0.00	47.88	3
24.69	136.1	11.9	0.00	43.71	3
25.19	136.0	9.9	0.00	39.54	3
25.69	136.0	7.9	0.00	39.54	3
26.20	136.0	11.9	0.00	37.47	3
26.70	135.9	11.9	0.00	39.50	3
27.21	135.9	5.9	0.00	24.94	3
27.71	135.9	7.9	0.00	20.78	3
28.22	135.9	4.0	0.00	16.65	3
28.72	135.9	7.9	0.00	20.82	3
29.22	135.9	2.0	0.00	10.35	3
29.73	135.9	2.0	0.00	6.25	3
30.23	135.9	2.0	0.00	6.25	3
30.73	135.9	6.0	0.00	27.07	3
31.24	135.9	4.0	0.00	41.64	3
31.74	135.9	6.0	0.00	39.54	3
32.24	135.9	2.0	0.00	4.16	3
32.75	135.9	2.0	0.00	6.24	3
33.25	135.9	2.0	0.00	2.08	3
33.76	135.9	2.0	0.00	4.16	3
34.26	135.9	2.0	0.00	2.08	3
34.76	135.9	2.0	0.00	6.25	3
35.27	135.9	2.0	0.00	2.08	3
35.77	135.9	4.0	0.00	4.16	3
36.27	135.9	2.0	0.00	12.49	3
36.78	135.9	2.0	0.00	10.41	3
37.28	135.9	6.0	0.00	27.07	3
37.79	135.9	7.9	0.00	52.05	3
38.29	135.9	2.0	0.00	10.39	3
38.79	135.9	4.0	0.00	8.33	3
39.30	135.6	2.0	0.00	4.16	3
39.80	135.6	2.0	0.00	4.16	3
40.31	135.6	2.0	0.00	2.08	3
40.81	135.6	0.0	0.00	2.08	3
41.31	135.6	2.0	0.00	8.32	3
41.82	135.6	4.0	0.00	20.80	3
42.32	135.6	2.0	0.00	4.16	3
42.83	135.6	2.0	0.00	4.16	3
43.33	135.6	0.0	0.00	0.00	3
43.83	135.6	0.0	0.00	0.00	3
44.34	135.6	0.0	0.00	0.00	3
44.84	135.6	0.0	0.00	0.00	3
45.35	135.6	0.0	0.00	0.00	3
45.85	135.6	0.0	0.00	0.00	3
46.35	135.6	0.0	0.00	0.00	3
46.86	135.6	0.0	0.00	0.00	3
47.36	135.6	0.0	0.00	0.00	3
47.87	135.2	0.0	0.00	4.16	3
48.37	135.2	2.0	0.00	20.81	3
48.87	113.9	95.2	0.00	12.47	1
49.38	113.9	99.2	0.00	0.00	1
49.88	113.9	101.3	0.00	0.00	1
50.39	113.9	99.2	0.00	0.00	1
50.89	113.9	99.3	0.00	0.00	1
51.39	131.7	15.9	0.00	0.00	3
51.90	131.7	0.0	0.00	0.00	3
52.40	131.7	0.0	0.00	0.00	3
52.90	131.7	0.0	0.00	0.00	3
53.41	131.7	0.0	0.00	0.00	3
53.91	131.7	0.0	0.00	0.00	3
54.42	131.7	0.0	0.00	0.00	3
54.92	131.7	0.0	0.00	0.00	3
55.42	131.7	0.0	0.00	0.00	3
55.93	131.7	0.0	0.00	0.00	3
56.43	131.7	0.0	0.00	0.00	3
56.93	131.7	0.0	0.00	0.00	3
57.44	131.7	0.0	0.00	0.00	3
57.94	131.7	0.0	0.00	0.00	3
58.45	131.7	0.0	0.00	0.00	3
58.95	131.7	0.0	0.00	0.00	3
59.45	131.7	0.0	0.00	0.00	3
