t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.2	0.0	0.00	0.00	1
0.51	120.2	239.1	0.00	0.00	2
1.01	120.2	0.0	0.00	0.00	2
1.51	120.7	2.0	0.00	2.25	2
2.02	120.7	45.7	0.00	58.52	2
2.52	120.7	43.7	0.00	56.08	2
3.03	120.7	43.7	0.00	57.33	2
3.53	120.7	39.7	0.00	49.70	2
4.03	120.7	45.6	0.00	57.03	2
4.54	120.7	39.7	0.00	52.08	2
5.04	120.7	41.7	0.00	52.61	2
5.54	120.7	49.6	0.00	63.97	2
6.05	120.7	37.7	0.00	49.99	2
6.55	120.7	39.7	0.00	50.40	2
7.05	120.7	41.7	0.00	53.90	2
7.56	120.7	43.6	0.00	56.09	2
8.06	120.7	39.7	0.00	53.20	2
8.57	120.7	35.7	0.00	44.88	2
9.07	120.7	45.7	0.00	55.69	2
9.57	120.7	39.7	0.00	52.15	2
10.08	120.7	41.7	0.00	50.26	2
10.58	120.7	23.8	0.00	33.02	2
11.08	120.7	33.8	0.00	39.40	2
11.59	120.7	37.7	0.00	48.15	2
12.09	120.7	59.6	0.00	42.33	2
12.60	120.7	101.2	0.00	0.00	2
13.10	118.9	0.0	0.00	0.00	2
13.60	365.3	53.6	0.00	0.00	3
14.11	806.2	176.3	0.00	0.00	3
14.61	1176.0	410.2	0.00	270.16	3
15.12	1176.0	796.6	0.00	1014.38	3
15.62	1177.1	798.6	0.00	1026.15	3
16.13	1177.9	790.6	0.00	1026.39	3
16.63	1178.2	800.5	0.00	1026.35	3
17.14	1178.2	792.7	0.00	1011.26	3
17.64	1178.2	798.6	0.00	1029.27	3
18.15	910.9	457.8	0.00	863.30	3
18.65	911.7	269.5	0.00	1780.85	3
19.15	911.7	275.8	0.00	1807.88	3
19.66	911.7	281.9	0.00	1857.39	3
20.16	0.0	0.0	0.00	0.00	0
