t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.4	0.0	0.00	0.00	1
0.51	18.4	0.0	0.00	0.01	4
1.01	14.7	6.0	0.00	0.02	4
1.51	14.7	0.0	0.00	0.00	4
2.02	14.7	0.0	0.00	0.00	4
2.52	16.9	0.0	0.00	0.00	4
3.03	17.9	6.0	0.00	16.63	4
3.53	17.9	7.9	0.00	32.69	4
4.03	17.9	9.9	0.00	37.35	4
4.54	17.9	11.9	0.00	46.45	4
5.04	17.9	11.9	0.00	49.96	4
5.54	17.9	15.9	0.00	50.54	4
6.05	17.9	11.9	0.00	57.41	4
6.55	17.9	15.8	0.00	58.36	4
7.06	17.9	11.9	0.00	49.92	4
7.56	17.9	13.9	0.00	54.02	4
8.07	17.9	13.9	0.00	59.69	4
8.57	17.9	13.9	0.00	44.77	4
9.07	17.9	11.9	0.00	54.95	4
9.58	17.9	11.9	0.00	52.97	4
10.08	17.9	11.9	0.00	37.62	4
10.59	17.9	9.9	0.00	45.56	4
11.09	17.9	9.9	0.00	37.74	4
11.59	17.9	15.9	0.00	61.05	4
12.10	17.9	13.9	0.00	51.06	4
12.60	17.9	11.9	0.00	49.94	4
13.10	17.9	7.9	0.00	33.32	4
13.61	17.9	9.9	0.00	33.30	4
14.11	17.9	11.9	0.00	50.21	4
14.62	15.7	6.0	0.00	13.05	4
15.12	15.7	0.0	0.00	0.00	4
15.62	19.0	0.0	0.00	0.00	4
16.13	15.4	4.0	0.00	0.00	4
16.63	15.4	0.0	0.00	0.00	4
17.14	19.0	0.0	0.00	0.00	4
17.64	193.1	37.7	0.00	0.01	5
18.14	715.1	162.7	0.00	0.00	5
18.65	1091.6	407.3	0.00	249.40	5
19.16	1092.2	791.0	0.00	964.57	5
19.66	1093.0	796.9	0.00	975.62	5
20.17	1093.8	793.6	0.00	954.55	5
20.67	1094.3	796.8	0.00	978.57	5
21.18	1094.3	794.8	0.00	970.19	5
21.68	1094.3	794.9	0.00	978.69	5
22.19	946.5	621.0	0.00	762.67	5
22.70	788.7	207.7	0.00	1079.15	5
23.20	788.7	267.7	0.00	1913.86	5
23.70	788.7	267.7	0.00	1893.88	5
24.21	783.5	188.4	0.00	1290.85	5
24.71	19.7	605.2	0.00	34.68	5
25.22	19.7	793.8	0.00	48.48	5
25.72	19.7	801.2	0.00	49.80	5
26.22	19.7	793.9	0.00	46.50	5
26.73	19.7	799.6	0.00	50.97	5
27.23	19.7	793.7	0.00	45.81	5
27.74	19.7	797.8	0.00	51.27	5
28.24	19.7	797.9	0.00	45.91	5
28.74	19.7	797.7	0.00	49.60	5
29.25	19.7	799.8	0.00	49.22	5
29.75	19.7	797.8	0.00	46.46	5
30.26	19.7	799.8	0.00	50.32	5
30.76	19.7	791.8	0.00	46.20	5
31.26	19.8	770.7	0.00	49.38	5
31.77	19.6	458.4	0.00	27.71	5
32.27	19.6	787.7	0.00	49.84	5
32.78	19.6	799.7	0.00	53.12	5
33.28	19.6	797.9	0.00	48.96	5
33.78	19.6	799.7	0.00	54.15	5
34.29	19.6	795.9	0.00	48.69	5
34.79	19.6	799.5	0.00	54.64	5
35.29	19.6	797.8	0.00	48.34	5
35.80	19.6	799.8	0.00	52.36	5
36.30	19.6	772.1	0.00	49.89	5
36.81	19.6	779.7	0.00	48.94	5
37.31	19.6	727.5	0.00	48.55	5
37.82	19.6	791.1	0.00	48.11	5
38.32	19.7	728.2	0.00	50.10	5
38.82	0.0	0.0	0.00	0.00	0
