t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.0	0.0	0.00	0.00	1
0.51	52.2	179.8	0.00	0.00	2
1.01	44.5	0.0	0.00	0.02	1
1.52	45.8	2.0	0.00	0.00	1
2.02	46.6	2.0	0.00	0.67	1
2.53	47.6	9.9	0.00	14.06	1
3.03	49.7	29.6	0.00	78.93	1
3.54	49.8	57.4	0.00	160.77	1
4.04	49.8	53.5	0.00	123.15	1
4.55	49.8	61.4	0.00	143.06	1
5.05	49.8	55.5	0.00	108.45	1
5.55	49.8	55.5	0.00	99.58	1
6.06	49.8	57.5	0.00	102.78	1
6.56	49.8	61.5	0.00	104.40	1
7.07	49.8	53.6	0.00	95.80	1
7.57	49.8	45.6	0.00	79.24	1
8.08	49.8	53.6	0.00	77.81	1
8.58	49.8	53.5	0.00	79.14	1
9.09	49.8	51.5	0.00	80.94	1
9.59	49.8	41.6	0.00	71.01	1
10.09	49.8	43.6	0.00	66.00	1
10.60	49.8	41.6	0.00	59.51	1
11.10	49.8	45.6	0.00	62.68	1
11.61	49.8	41.6	0.00	60.04	1
12.11	49.8	37.7	0.00	53.33	1
12.62	49.8	35.7	0.00	48.62	1
13.12	49.8	29.7	0.00	34.47	1
13.62	49.8	31.7	0.00	33.82	1
14.13	49.8	27.8	0.00	28.24	1
14.63	49.8	29.8	0.00	26.97	1
15.14	49.8	25.8	0.00	26.23	1
15.64	49.8	27.8	0.00	25.11	1
16.14	49.8	27.8	0.00	25.01	1
16.65	49.8	27.8	0.00	24.77	1
17.15	49.8	25.8	0.00	23.47	1
17.66	49.8	21.8	0.00	21.36	1
18.16	49.8	21.8	0.00	20.55	1
18.66	49.8	19.8	0.00	19.47	1
19.17	49.8	19.9	0.00	17.23	1
19.67	49.8	13.9	0.00	15.97	1
20.18	49.8	19.8	0.00	14.25	1
20.68	49.8	13.9	0.00	13.16	1
21.19	49.8	11.9	0.00	11.56	1
21.69	49.8	15.9	0.00	9.52	1
22.19	49.8	13.9	0.00	10.19	1
22.70	49.8	7.9	0.00	8.70	1
23.20	49.8	7.9	0.00	6.58	1
23.71	49.8	7.9	0.00	6.11	1
24.21	49.8	6.0	0.00	5.87	1
24.71	49.8	9.9	0.00	6.10	1
25.22	49.8	11.9	0.00	6.14	1
25.72	49.8	9.9	0.00	6.23	1
26.23	49.8	11.9	0.00	6.53	1
26.73	49.8	9.9	0.00	6.28	1
27.24	49.8	9.9	0.00	5.92	1
27.74	49.8	9.9	0.00	6.12	1
28.24	49.8	9.9	0.00	6.29	1
28.75	49.8	11.9	0.00	6.62	1
29.25	49.8	9.9	0.00	6.29	1
29.76	49.8	11.9	0.00	6.59	1
30.26	49.8	9.9	0.00	6.99	1
30.76	49.8	11.9	0.00	7.15	1
31.27	49.8	9.9	0.00	7.62	1
31.77	49.8	13.9	0.00	8.27	1
32.27	49.8	11.9	0.00	8.68	1
32.78	49.8	13.9	0.00	9.45	1
33.28	49.8	15.9	0.00	9.99	1
33.79	49.8	15.9	0.00	11.25	1
34.29	49.8	19.9	0.00	12.08	1
34.79	49.8	15.9	0.00	13.27	1
35.30	49.8	19.9	0.00	13.61	1
35.80	49.8	17.9	0.00	15.46	1
36.30	49.8	19.8	0.00	15.40	1
36.81	49.8	17.9	0.00	16.02	1
37.31	49.8	9.9	0.00	12.24	1
37.82	49.8	11.9	0.00	9.49	1
38.32	49.8	11.9	0.00	8.30	1
