t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.3	0.0	0.00	0.00	1
0.50	17.1	0.0	0.00	0.01	4
1.01	22.1	0.0	0.00	0.02	7
1.51	22.1	0.0	0.00	0.00	7
2.02	22.1	0.0	0.00	0.00	7
2.52	17.0	0.0	0.00	0.00	7
3.03	14.5	0.0	0.00	0.01	4
3.53	14.5	0.0	0.00	0.00	4
4.04	14.5	0.0	0.00	0.03	4
4.54	14.5	0.0	0.00	1.11	4
5.04	14.5	2.0	0.00	13.95	4
5.55	14.5	4.0	0.00	26.87	4
6.05	14.5	0.0	0.00	0.00	4
6.56	14.5	0.0	0.00	0.97	4
7.06	14.5	4.0	0.00	16.48	4
7.57	14.5	5.9	0.00	23.16	4
8.07	14.5	5.9	0.00	24.74	4
8.58	14.5	5.9	0.00	25.42	4
9.08	14.5	7.9	0.00	26.00	4
9.59	14.5	4.0	0.00	22.06	4
10.09	14.5	4.0	0.00	20.03	4
10.60	14.5	4.0	0.00	14.58	4
11.10	14.5	2.0	0.00	6.87	4
11.61	14.5	4.0	0.00	9.28	4
12.11	14.5	2.0	0.00	7.35	4
12.62	14.5	4.0	0.00	7.57	4
13.12	14.5	4.0	0.00	7.80	4
13.62	14.5	2.0	0.00	7.04	4
14.13	14.5	2.0	0.00	7.71	4
14.63	14.5	2.0	0.00	8.04	4
15.14	14.5	4.0	0.00	8.26	4
15.64	14.5	2.0	0.00	7.95	4
16.14	14.5	2.0	0.00	6.60	4
16.65	14.5	2.0	0.00	5.86	4
17.15	14.5	4.0	0.00	5.57	4
17.66	14.5	0.0	0.00	5.14	4
18.16	14.5	2.0	0.00	4.80	4
18.67	14.5	2.0	0.00	4.99	4
19.17	14.5	0.0	0.00	4.69	4
19.67	14.5	2.0	0.00	3.74	4
20.18	14.5	2.0	0.00	3.50	4
20.68	14.5	0.0	0.00	3.81	4
21.19	14.5	2.0	0.00	4.20	4
21.69	14.5	2.0	0.00	4.27	4
22.19	14.5	2.0	0.00	4.28	4
22.70	14.5	2.0	0.00	4.40	4
23.20	14.5	2.0	0.00	4.42	4
23.71	14.5	0.0	0.00	3.83	4
24.21	14.5	2.0	0.00	4.31	4
24.71	14.5	2.0	0.00	4.36	4
25.22	14.5	0.0	0.00	4.42	4
25.72	14.5	2.0	0.00	4.36	4
26.23	14.5	4.0	0.00	4.45	4
26.73	14.5	2.0	0.00	4.10	4
27.23	14.5	2.0	0.00	4.34	4
27.74	14.5	2.0	0.00	4.46	4
28.24	14.5	2.0	0.00	4.62	4
28.75	14.5	2.0	0.00	4.80	4
29.25	14.5	2.0	0.00	3.90	4
29.75	14.5	2.0	0.00	3.75	4
30.26	14.5	0.0	0.00	2.83	4
30.76	14.5	2.0	0.00	3.18	4
31.27	14.5	0.0	0.00	2.12	4
31.77	14.5	2.0	0.00	2.22	4
32.27	14.5	2.0	0.00	2.33	4
32.78	14.5	0.0	0.00	2.16	4
33.28	14.5	2.0	0.00	1.61	4
33.79	14.5	0.0	0.00	1.87	4
34.29	14.5	2.0	0.00	1.91	4
34.79	14.5	2.0	0.00	1.97	4
35.30	14.5	0.0	0.00	1.97	4
35.80	14.5	2.0	0.00	2.03	4
36.31	14.5	2.0	0.00	2.04	4
36.81	14.5	0.0	0.00	1.90	4
37.31	14.5	2.0	0.00	2.00	4
37.82	14.5	0.0	0.00	1.73	4
38.32	14.5	2.0	0.00	1.58	4
38.83	14.5	0.0	0.00	1.67	4
39.33	14.5	2.0	0.00	1.83	4
39.83	14.5	0.0	0.00	1.80	4
40.34	14.5	2.0	0.00	1.93	4
40.84	14.5	2.0	0.00	1.97	4
41.35	14.5	0.0	0.00	2.04	4
41.85	14.5	2.0	0.00	2.03	4
42.35	14.5	0.0	0.00	1.96	4
42.86	14.5	2.0	0.00	2.04	4
43.36	14.5	0.0	0.00	1.95	4
43.87	14.5	2.0	0.00	1.97	4
44.37	14.5	0.0	0.00	2.07	4
44.87	14.5	2.0	0.00	2.06	4
45.38	14.5	2.0	0.00	2.07	4
45.88	14.5	0.0	0.00	1.82	4
46.39	14.5	2.0	0.00	1.99	4
46.89	14.5	0.0	0.00	1.77	4
47.40	14.5	2.0	0.00	1.98	4
47.90	14.5	0.0	0.00	2.02	4
48.40	14.5	2.0	0.00	2.10	4
48.91	14.5	2.0	0.00	2.15	4
49.41	14.5	0.0	0.00	2.23	4
49.92	14.5	2.0	0.00	2.15	4
50.42	14.5	0.0	0.00	1.67	4
50.92	14.5	2.0	0.00	1.81	4
51.43	14.5	0.0	0.00	1.69	4
51.93	14.5	2.0	0.00	1.46	4
52.44	14.5	0.0	0.00	1.06	4
52.94	14.5	0.0	0.00	1.13	4
53.44	14.5	2.0	0.00	1.19	4
53.95	14.5	2.0	0.00	1.28	4
54.45	14.5	2.0	0.00	1.26	4
54.96	14.5	0.0	0.00	1.24	4
55.46	14.5	0.0	0.00	1.28	4
55.97	14.5	2.0	0.00	1.29	4
56.47	14.5	0.0	0.00	1.29	4
56.97	14.5	2.0	0.00	1.37	4
57.48	14.5	0.0	0.00	1.37	4
57.98	14.5	0.0	0.00	1.43	4
58.49	14.5	2.0	0.00	1.47	4
58.99	14.5	0.0	0.00	1.51	4
59.49	14.5	2.0	0.00	1.53	4
60.00	14.5	0.0	0.00	1.64	4
60.50	14.5	2.0	0.00	1.82	4
61.01	14.5	0.0	0.00	1.99	4
61.51	14.5	2.0	0.00	2.32	4
62.01	14.5	2.0	0.00	2.54	4
62.52	14.5	0.0	0.00	2.99	4
63.02	14.5	2.0	0.00	3.09	4
63.53	14.5	0.0	0.00	2.56	4
64.03	14.5	2.0	0.00	2.71	4
64.54	14.5	2.0	0.00	2.97	4
65.04	14.5	2.0	0.00	3.08	4
65.54	14.5	4.0	0.00	2.66	4
66.05	14.5	0.0	0.00	2.97	4
66.55	14.5	2.0	0.00	2.45	4
67.06	14.5	0.0	0.00	2.64	4
67.56	14.5	2.0	0.00	2.26	4
68.06	14.5	0.0	0.00	2.32	4
68.57	14.5	2.0	0.00	2.01	4
69.07	14.5	0.0	0.00	2.11	4
69.58	14.5	2.0	0.00	2.22	4
70.08	14.5	2.0	0.00	2.18	4
70.58	14.5	0.0	0.00	2.33	4
71.09	14.5	2.0	0.00	2.33	4
71.59	14.5	2.0	0.00	2.25	4
72.10	14.5	0.0	0.00	1.93	4
72.60	14.5	2.0	0.00	1.78	4
73.10	14.5	0.0	0.00	1.50	4
73.61	14.5	2.0	0.00	1.37	4
74.11	14.5	0.0	0.00	1.46	4
74.62	14.5	2.0	0.00	1.49	4
75.12	14.5	0.0	0.00	1.58	4
75.62	14.5	2.0	0.00	1.54	4
76.13	14.5	0.0	0.00	1.38	4
76.63	14.5	2.0	0.00	1.22	4
77.14	14.5	2.0	0.00	1.33	4
77.64	14.5	2.0	0.00	1.46	4
78.15	14.5	2.0	0.00	1.48	4
78.65	14.5	0.0	0.00	1.54	4
79.15	14.5	2.0	0.00	1.59	4
79.66	14.5	0.0	0.00	1.51	4
80.16	14.5	0.0	0.00	1.58	4
80.67	14.5	0.0	0.00	1.23	4
81.17	14.5	2.0	0.00	1.50	4
81.68	14.5	0.0	0.00	1.30	4
82.18	14.5	2.0	0.00	1.39	4
82.68	14.5	0.0	0.00	1.49	4
83.19	14.5	2.0	0.00	1.48	4
83.69	14.5	0.0	0.00	1.56	4
84.20	14.5	2.0	0.00	1.52	4
84.70	14.5	2.0	0.00	1.60	4
85.20	14.5	0.0	0.00	1.61	4
85.71	14.5	2.0	0.00	1.54	4
86.21	14.5	2.0	0.00	1.61	4
86.72	14.5	0.0	0.00	1.56	4
87.22	14.5	0.0	0.00	1.58	4
87.72	14.5	2.0	0.00	1.62	4
88.23	14.5	0.0	0.00	1.69	4
88.73	14.5	2.0	0.00	1.64	4
