t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.3	0.0	0.00	0.00	1
0.51	52.5	186.1	0.00	0.00	2
1.01	49.8	6.0	0.00	0.02	2
1.51	45.3	2.0	0.00	0.00	1
2.02	47.0	9.9	0.00	20.63	1
2.52	47.3	19.9	0.00	45.99	1
3.02	47.4	19.9	0.00	49.97	1
3.53	47.4	25.8	0.00	49.98	1
4.03	47.5	19.8	0.00	49.94	1
4.53	47.7	21.8	0.00	49.97	1
5.04	48.0	19.8	0.00	49.83	1
5.54	47.9	23.7	0.00	49.78	1
6.05	48.3	19.8	0.00	55.61	1
6.56	48.3	21.8	0.00	44.00	1
7.06	48.3	15.9	0.00	34.15	1
7.56	48.5	19.9	0.00	49.17	1
8.07	48.5	19.9	0.00	49.98	1
8.57	48.7	25.8	0.00	64.08	1
9.07	48.3	17.9	0.00	52.02	1
9.58	48.6	21.8	0.00	50.45	1
10.08	48.6	15.9	0.00	37.96	1
10.58	48.6	25.8	0.00	61.54	1
11.09	48.3	21.8	0.00	50.37	1
11.59	48.6	23.8	0.00	50.00	1
12.10	48.6	19.8	0.00	49.95	1
12.60	48.9	23.8	0.00	56.30	1
13.10	54.5	9.9	0.00	7.00	2
13.61	54.3	7.9	0.00	0.00	2
14.11	54.3	0.0	0.00	0.00	2
14.61	54.6	7.9	0.00	0.00	2
15.12	54.6	0.0	0.00	0.00	2
15.62	55.0	2.0	0.00	0.01	2
16.12	487.7	83.4	0.00	0.00	3
16.63	894.3	189.8	0.00	0.00	3
17.14	1132.4	632.8	0.00	570.32	3
17.64	1132.7	796.4	0.00	919.76	3
18.15	1133.2	795.7	0.00	989.12	3
18.65	1134.0	797.2	0.00	980.17	3
19.16	1134.6	795.2	0.00	974.88	3
19.66	1134.6	797.1	0.00	978.93	3
20.17	1134.6	797.1	0.00	983.04	3
20.68	976.8	429.1	0.00	530.90	3
21.18	982.6	241.2	0.00	1729.14	3
21.69	983.1	271.6	0.00	1771.19	3
22.19	983.1	270.0	0.00	1800.59	3
22.69	55.7	164.8	0.00	794.83	2
23.20	55.7	800.1	0.00	46.74	2
23.70	55.7	794.4	0.00	51.76	2
24.20	55.7	798.7	0.00	45.77	2
24.71	55.7	800.3	0.00	49.71	2
25.21	55.7	800.4	0.00	48.79	2
25.71	55.7	796.5	0.00	47.80	2
26.22	55.7	776.4	0.00	49.02	2
26.72	55.7	800.4	0.00	46.29	2
27.23	55.7	797.9	0.00	52.21	2
27.73	55.7	792.5	0.00	45.59	2
28.23	55.7	799.1	0.00	49.66	2
28.74	55.7	798.4	0.00	47.62	2
29.24	55.7	800.4	0.00	48.09	2
29.74	55.7	442.9	0.00	26.72	2
30.25	55.7	756.0	0.00	45.91	2
30.75	55.7	800.3	0.00	53.33	2
31.25	55.7	798.4	0.00	50.85	2
31.76	55.7	798.3	0.00	51.83	2
32.26	55.7	794.3	0.00	52.08	2
32.76	55.7	798.8	0.00	50.60	2
33.27	55.7	800.4	0.00	53.46	2
33.77	55.7	798.5	0.00	49.68	2
34.27	55.7	798.5	0.00	55.92	2
34.78	55.7	800.4	0.00	48.17	2
35.28	55.7	742.7	0.00	50.41	2
35.78	55.7	796.4	0.00	49.10	2
36.29	55.7	800.3	0.00	52.66	2
36.79	0.0	0.0	0.00	0.00	0
