t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.4	0.0	0.00	0.00	1
0.51	18.6	0.0	0.00	0.01	4
1.01	15.0	5.9	0.00	0.02	4
1.51	18.3	0.0	0.00	0.00	4
2.02	18.3	4.0	0.00	19.68	4
2.52	18.3	6.0	0.00	26.93	4
3.03	18.3	13.9	0.00	53.24	4
3.53	18.3	13.9	0.00	50.22	4
4.03	18.3	13.9	0.00	49.64	4
4.54	18.3	11.9	0.00	49.95	4
5.04	18.3	15.9	0.00	60.35	4
5.55	18.3	13.9	0.00	54.03	4
6.05	18.3	11.9	0.00	36.58	4
6.55	18.3	15.9	0.00	59.77	4
7.06	18.3	13.9	0.00	55.58	4
7.56	18.3	9.9	0.00	47.50	4
8.07	18.3	11.9	0.00	46.57	4
8.57	18.3	13.9	0.00	53.59	4
9.07	18.3	11.9	0.00	52.11	4
9.58	18.3	17.9	0.00	63.73	4
10.08	18.3	13.9	0.00	53.36	4
10.59	18.3	15.9	0.00	61.95	4
11.09	18.3	9.9	0.00	45.19	4
11.59	18.3	13.9	0.00	49.94	4
12.10	18.3	17.8	0.00	58.00	4
12.60	15.7	6.0	0.00	30.42	4
13.11	27.3	0.0	0.00	0.00	7
13.61	15.8	7.9	0.00	0.00	4
14.12	18.9	0.0	0.00	0.00	4
14.62	128.5	17.9	0.00	0.01	5
15.12	639.8	150.8	0.00	0.00	5
15.63	1090.9	326.9	0.00	129.62	5
16.13	1092.0	794.9	0.00	967.82	5
16.64	1092.8	795.6	0.00	971.32	5
17.14	1093.6	796.3	0.00	988.48	5
17.65	1094.2	798.1	0.00	985.59	5
18.15	1094.2	794.2	0.00	974.74	5
18.66	1094.2	794.3	0.00	982.69	5
19.16	885.3	707.0	0.00	867.93	5
19.67	800.9	146.5	0.00	894.85	5
20.17	802.5	271.2	0.00	1917.99	5
20.68	802.5	277.8	0.00	2067.83	5
21.18	10.2	0.0	0.00	0.00	4
21.69	19.8	781.9	0.00	13089.47	5
22.19	19.8	799.6	0.00	49.80	5
22.69	19.8	799.9	0.00	48.35	5
23.20	19.8	797.8	0.00	48.33	5
23.70	19.8	799.7	0.00	49.82	5
24.21	19.8	799.8	0.00	47.18	5
24.71	19.8	797.9	0.00	51.19	5
25.21	19.8	799.7	0.00	46.22	5
25.72	19.8	793.9	0.00	51.37	5
26.22	19.8	797.9	0.00	46.60	5
26.72	19.8	797.9	0.00	48.58	5
27.23	19.8	797.8	0.00	48.96	5
27.73	19.8	799.4	0.00	47.44	5
28.24	19.9	561.7	0.00	35.10	5
28.74	19.9	535.3	0.00	32.58	5
29.25	19.9	805.7	0.00	51.26	5
29.75	19.9	794.5	0.00	52.82	5
30.26	19.9	799.2	0.00	49.64	5
30.76	19.9	799.3	0.00	53.69	5
31.26	19.9	797.4	0.00	49.07	5
31.77	19.9	799.5	0.00	55.00	5
32.27	19.9	799.4	0.00	48.17	5
32.78	19.9	795.4	0.00	54.00	5
33.28	19.9	797.6	0.00	49.88	5
33.79	19.9	799.6	0.00	52.17	5
34.29	19.9	724.4	0.00	46.76	5
34.80	19.9	796.8	0.00	49.47	5
35.30	20.1	569.3	0.00	38.28	5
35.80	0.0	0.0	0.00	0.00	0
