t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.4	0.0	0.00	0.00	1
0.51	10.0	5.9	0.00	0.00	2
1.01	10.5	2.0	0.00	1.18	2
1.51	10.5	35.7	0.00	48.78	2
2.02	10.5	49.6	0.00	66.56	2
2.52	10.5	41.7	0.00	55.73	2
3.02	10.5	31.8	0.00	44.24	2
3.53	10.5	39.7	0.00	53.31	2
4.03	10.5	33.8	0.00	46.64	2
4.53	10.5	47.6	0.00	64.29	2
5.04	10.5	37.7	0.00	52.28	2
5.54	10.5	39.7	0.00	54.05	2
6.05	10.5	39.7	0.00	54.46	2
6.55	10.5	43.7	0.00	58.34	2
7.05	10.5	41.7	0.00	59.00	2
7.56	10.5	43.7	0.00	57.30	2
8.06	10.5	37.7	0.00	49.98	2
8.56	10.5	37.7	0.00	49.96	2
9.07	10.5	47.6	0.00	65.94	2
9.57	10.5	35.7	0.00	50.51	2
10.08	10.5	37.7	0.00	49.97	2
10.58	10.5	29.8	0.00	40.40	2
11.08	10.5	55.6	0.00	56.18	2
11.59	10.5	99.2	0.00	0.00	2
12.09	9.0	2.0	0.00	0.00	2
12.60	10.3	99.3	0.00	0.00	2
13.10	10.3	99.3	0.00	0.00	2
13.60	0.0	0.0	0.00	0.00	0
