t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.2	0.0	0.00	0.00	1
0.53	18.9	0.0	0.00	0.01	4
1.05	16.1	5.7	0.00	0.01	4
1.58	16.1	0.0	0.00	0.00	4
2.10	16.1	0.0	0.00	0.00	4
2.62	19.0	0.0	0.00	0.00	4
3.14	19.0	1.9	0.00	1.40	4
3.67	19.0	5.7	0.00	30.67	4
4.19	19.0	7.7	0.00	38.02	4
4.71	19.0	7.7	0.00	38.11	4
5.23	19.0	5.8	0.00	32.12	4
5.75	19.0	5.8	0.00	36.51	4
6.27	19.0	9.6	0.00	37.94	4
6.80	19.0	5.8	0.00	38.26	4
7.32	19.0	7.7	0.00	32.08	4
7.84	19.0	5.8	0.00	32.28	4
8.36	19.0	7.7	0.00	32.26	4
8.88	16.0	5.7	0.00	32.82	4
9.40	16.7	0.0	0.00	0.00	4
9.93	16.7	0.0	0.00	0.00	4
10.45	27.1	1.9	0.00	0.00	7
10.97	16.8	5.7	0.00	0.00	4
11.50	16.8	0.0	0.00	0.00	4
12.02	16.8	0.0	0.00	0.00	4
12.54	19.6	0.0	0.00	0.00	4
13.06	17.6	1.9	0.00	0.01	4
13.59	17.6	0.0	0.00	0.00	4
14.11	367.9	273.5	0.00	0.00	5
14.63	884.7	718.7	0.00	0.00	5
15.15	1097.8	793.0	0.00	929.41	5
15.68	1098.8	802.1	0.00	1078.45	5
16.20	740.7	737.1	0.00	1003.16	5
16.72	742.6	226.0	0.00	2050.50	5
17.24	21.2	380.5	0.00	607.64	5
17.77	21.2	815.4	0.00	43.07	5
18.29	21.5	817.9	0.00	42.04	5
18.81	21.5	817.1	0.00	43.25	5
19.33	21.5	819.3	0.00	43.92	5
19.86	21.5	817.7	0.00	44.14	5
20.38	21.2	524.7	0.00	34.87	5
20.90	21.2	815.6	0.00	43.50	5
21.42	21.5	819.3	0.00	42.98	5
21.94	21.6	817.6	0.00	44.25	5
22.47	21.6	819.5	0.00	44.57	5
22.99	21.7	706.1	0.00	37.68	5
23.51	0.0	0.0	0.00	0.00	0
