t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	11.8	0.0	0.00	0.00	1
0.53	63.4	2903.7	0.72	0.00	2
1.05	63.4	0.0	0.00	0.00	2
1.57	54.5	0.0	0.02	0.01	1
2.09	54.5	0.0	0.00	0.00	1
2.62	55.0	1.9	0.00	0.23	1
3.14	56.4	1.9	0.00	2.42	1
3.66	56.4	1.9	0.00	5.15	1
4.18	57.2	3.8	0.00	7.72	1
4.70	57.2	1.9	0.00	7.29	1
5.23	57.5	3.8	0.00	6.06	1
5.75	57.5	3.8	0.00	8.33	1
6.27	57.5	1.9	0.00	6.95	1
6.79	57.5	1.9	0.00	5.98	1
7.32	57.5	1.9	0.00	5.41	1
7.84	57.5	5.7	0.00	6.56	1
8.36	57.5	1.9	0.00	4.26	1
8.88	57.5	1.9	0.00	4.40	1
9.40	57.5	1.9	0.00	5.15	1
9.93	57.5	5.7	0.00	4.47	1
10.45	57.5	1.9	0.00	3.74	1
10.97	57.5	3.8	0.00	4.10	1
11.49	57.5	3.8	0.00	4.05	1
12.01	57.5	1.9	0.00	3.41	1
12.54	57.5	3.8	0.00	3.81	1
13.06	57.5	3.8	0.00	3.60	1
13.58	57.5	1.9	0.00	2.79	1
14.10	57.5	1.9	0.00	2.84	1
14.62	57.5	3.8	0.00	3.34	1
15.15	57.5	3.8	0.00	3.52	1
15.67	57.5	3.8	0.00	2.97	1
16.19	57.5	3.8	0.00	3.14	1
16.71	57.5	1.9	0.00	2.92	1
17.23	57.5	3.8	0.00	2.43	1
17.75	57.5	0.0	0.00	2.21	1
18.28	57.5	3.8	0.00	2.50	1
18.80	57.5	1.9	0.00	2.42	1
19.32	57.5	1.9	0.00	2.13	1
19.84	57.5	3.8	0.00	2.21	1
20.37	57.5	3.8	0.00	2.29	1
20.89	57.5	1.9	0.00	1.88	1
21.41	57.5	0.0	0.00	1.95	1
21.93	57.5	1.9	0.00	2.02	1
22.45	57.5	3.8	0.00	2.05	1
22.98	57.5	1.9	0.00	1.89	1
23.50	57.5	1.9	0.00	2.02	1
24.02	57.5	3.8	0.00	1.99	1
24.54	57.5	1.9	0.00	1.95	1
25.06	57.5	1.9	0.00	1.65	1
25.59	57.5	1.9	0.00	1.72	1
26.11	57.5	1.9	0.00	1.77	1
26.63	57.5	1.9	0.00	1.83	1
27.15	57.5	3.8	0.00	1.99	1
27.67	57.5	1.9	0.00	2.18	1
28.20	57.5	3.8	0.00	2.28	1
28.72	57.5	1.9	0.00	2.17	1
29.24	57.5	1.9	0.00	2.62	1
29.76	57.5	1.9	0.00	2.92	1
30.28	57.5	1.9	0.00	2.64	1
30.80	57.5	0.0	0.00	2.86	1
31.32	57.5	3.8	0.00	3.57	1
31.85	57.5	1.9	0.00	2.55	1
32.37	57.6	3.8	0.00	2.95	1
32.89	57.6	0.0	0.00	2.57	1
33.41	57.6	1.9	0.00	2.71	1
33.93	57.6	1.9	0.00	2.41	1
34.46	57.6	0.0	0.00	2.24	1
34.98	57.6	3.8	0.00	2.33	1
35.50	57.6	1.9	0.00	2.03	1
36.02	57.6	1.9	0.00	2.44	1
36.54	57.6	1.9	0.00	2.45	1
37.07	57.6	1.9	0.00	1.96	1
37.59	57.6	0.0	0.00	1.73	1
38.11	57.6	3.8	0.00	2.02	1
38.63	57.6	1.9	0.00	2.12	1
39.15	57.6	1.9	0.00	1.87	1
39.68	57.6	1.9	0.00	2.20	1
40.20	57.6	1.9	0.00	2.27	1
40.72	57.6	1.9	0.00	2.38	1
41.24	57.6	1.9	0.00	2.08	1
41.77	57.6	1.9	0.00	2.46	1
42.29	57.6	1.9	0.00	2.39	1
42.81	57.6	3.8	0.00	2.07	1
43.33	57.6	1.9	0.00	2.60	1
43.86	57.6	0.0	0.00	2.13	1
44.38	57.6	3.8	0.00	2.29	1
44.90	57.6	1.9	0.00	2.00	1
45.42	57.6	1.9	0.00	2.25	1
45.95	57.6	1.9	0.00	2.48	1
46.47	57.6	1.9	0.00	2.13	1
46.99	57.6	1.9	0.00	2.22	1
47.51	57.6	1.9	0.00	1.89	1
48.03	57.6	1.9	0.00	1.86	1
48.56	57.6	1.9	0.00	1.74	1
49.08	57.6	1.9	0.00	2.05	1
49.60	57.6	1.9	0.00	1.46	1
50.12	57.6	0.0	0.00	1.51	1
50.64	57.6	1.9	0.00	1.46	1
51.16	57.6	1.9	0.00	1.30	1
51.68	57.6	1.9	0.00	1.21	1
52.20	57.6	0.0	0.00	1.16	1
52.73	57.6	1.9	0.00	1.15	1
53.25	57.6	0.0	0.00	1.23	1
53.77	57.6	3.8	0.00	1.08	1
54.29	57.6	1.9	0.00	1.44	1
54.82	57.6	0.0	0.00	1.38	1
55.34	57.6	1.9	0.00	1.34	1
55.86	57.6	1.9	0.00	1.24	1
56.38	57.6	3.8	0.00	1.42	1
56.90	57.6	0.0	0.00	1.34	1
57.43	57.6	1.9	0.00	1.31	1
57.95	57.6	3.8	0.00	1.63	1
58.47	57.6	0.0	0.00	1.55	1
58.99	57.6	1.9	0.00	1.51	1
59.51	57.6	1.9	0.00	1.16	1
60.04	57.6	0.0	0.00	1.27	1
60.56	57.6	3.8	0.00	1.22	1
61.08	57.6	0.0	0.00	1.04	1
61.60	57.6	1.9	0.00	1.30	1
62.12	57.6	1.9	0.00	1.36	1
62.65	57.6	1.9	0.00	1.39	1
63.17	57.6	1.9	0.00	1.29	1
63.69	57.6	1.9	0.00	1.40	1
64.21	57.6	0.0	0.00	1.44	1
64.74	57.6	1.9	0.00	1.45	1
65.26	57.6	3.8	0.00	1.57	1
65.78	57.6	1.9	0.00	1.61	1
66.30	57.6	0.0	0.00	1.63	1
66.82	57.6	1.9	0.00	1.73	1
67.35	57.6	3.8	0.00	1.93	1
67.87	57.6	1.9	0.00	1.67	1
68.39	57.6	1.9	0.00	1.92	1
68.91	57.6	1.9	0.00	1.53	1
