t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.2	0.0	0.00	0.00	1
0.53	18.9	0.0	0.00	0.01	4
1.05	18.9	0.0	0.00	0.00	4
1.58	21.3	0.0	0.00	0.01	7
2.10	21.3	0.0	0.00	0.00	7
2.62	21.3	0.0	0.00	0.00	7
3.15	21.3	0.0	0.00	0.00	7
3.67	14.4	0.0	0.00	0.01	4
4.19	14.4	0.0	0.00	0.00	4
4.71	14.4	0.0	0.00	0.00	4
5.23	14.4	0.0	0.00	0.00	4
5.76	14.4	0.0	0.00	0.09	4
6.28	14.4	0.0	0.00	1.23	4
6.80	14.4	0.0	0.00	1.66	4
7.32	14.4	0.0	0.00	2.77	4
7.84	14.4	1.9	0.00	2.76	4
8.36	14.4	0.0	0.00	2.51	4
8.88	14.4	0.0	0.00	2.01	4
9.41	14.4	0.0	0.00	2.77	4
9.93	14.4	1.9	0.00	2.51	4
10.45	14.4	0.0	0.00	1.04	4
10.97	14.4	0.0	0.00	2.36	4
11.49	14.4	0.0	0.00	1.19	4
12.01	14.4	0.0	0.00	1.14	4
12.54	14.4	0.0	0.00	2.19	4
13.06	14.4	1.9	0.00	1.35	4
13.58	14.4	0.0	0.00	1.20	4
14.10	14.4	0.0	0.00	1.52	4
14.62	14.4	0.0	0.00	1.23	4
15.14	14.4	0.0	0.00	1.67	4
15.66	14.4	0.0	0.00	1.32	4
16.19	14.4	1.9	0.00	1.70	4
16.71	14.4	0.0	0.00	1.32	4
17.23	14.4	0.0	0.00	1.03	4
17.75	14.4	0.0	0.00	1.44	4
18.27	14.4	0.0	0.00	1.51	4
18.79	14.4	0.0	0.00	1.00	4
19.31	14.4	0.0	0.00	0.78	4
19.84	14.4	0.0	0.00	1.10	4
20.36	14.4	0.0	0.00	0.89	4
20.88	14.4	1.9	0.00	0.75	4
21.40	14.4	0.0	0.00	0.94	4
21.92	14.4	0.0	0.00	0.70	4
22.45	14.4	0.0	0.00	0.31	4
22.97	14.4	0.0	0.00	0.38	4
23.49	14.4	0.0	0.00	0.38	4
24.01	14.4	0.0	0.00	0.37	4
