t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.2	0.0	0.00	0.00	1
0.53	18.9	0.0	0.00	0.01	4
1.05	21.3	0.0	0.00	0.01	7
1.58	21.3	0.0	0.00	0.00	7
2.10	21.3	0.0	0.00	0.00	7
2.62	21.3	0.0	0.00	0.00	7
3.15	21.3	0.0	0.00	0.01	7
3.67	14.4	0.0	0.00	0.00	4
4.19	14.4	0.0	0.00	0.00	4
4.71	14.4	0.0	0.00	0.00	4
5.24	14.4	0.0	0.00	0.09	4
5.76	14.4	0.0	0.00	0.54	4
6.28	14.4	0.0	0.00	1.06	4
6.80	14.4	0.0	0.00	0.97	4
7.33	14.4	0.0	0.00	0.93	4
7.85	14.4	0.0	0.00	0.49	4
8.37	14.4	0.0	0.00	0.85	4
8.89	14.4	1.9	0.00	0.60	4
9.42	14.4	0.0	0.00	0.44	4
9.94	14.4	0.0	0.00	0.60	4
10.46	14.4	0.0	0.00	0.61	4
10.98	14.4	0.0	0.00	0.49	4
11.50	14.4	0.0	0.00	0.50	4
12.03	14.4	0.0	0.00	0.49	4
12.55	14.4	0.0	0.00	0.53	4
13.07	14.4	0.0	0.00	0.49	4
13.59	14.4	0.0	0.00	0.59	4
14.12	14.4	0.0	0.00	0.59	4
14.64	14.4	0.0	0.00	0.52	4
15.16	14.4	0.0	0.00	0.57	4
15.69	14.4	1.9	0.00	0.49	4
16.21	14.4	0.0	0.00	0.49	4
16.73	14.4	0.0	0.00	0.48	4
17.25	14.4	0.0	0.00	0.55	4
17.78	14.4	0.0	0.00	0.53	4
18.30	14.4	0.0	0.00	0.36	4
18.82	14.4	0.0	0.00	0.33	4
19.34	14.4	0.0	0.00	0.34	4
19.87	14.4	0.0	0.00	0.26	4
20.39	14.4	0.0	0.00	0.28	4
20.91	14.4	0.0	0.00	0.30	4
21.43	14.4	0.0	0.00	0.31	4
21.96	14.4	0.0	0.00	0.31	4
22.48	14.4	1.9	0.00	0.35	4
23.00	14.4	0.0	0.00	0.29	4
23.52	14.4	0.0	0.00	0.34	4
24.05	14.4	0.0	0.00	0.33	4
