t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	12.1	0.0	0.00	0.00	1
0.53	133.7	2930.2	0.00	0.00	2
1.05	133.7	0.0	0.00	0.00	2
1.57	133.7	0.0	0.00	0.00	2
2.09	133.7	1.9	0.00	0.00	2
2.61	133.7	0.0	0.00	0.24	2
3.14	133.7	17.3	0.00	22.36	2
3.66	133.7	26.9	0.00	39.41	2
4.18	133.7	23.0	0.00	34.57	2
4.70	133.7	26.9	0.00	35.50	2
5.22	133.7	23.0	0.00	34.54	2
5.74	133.7	26.9	0.00	36.72	2
6.26	133.7	26.9	0.00	38.11	2
6.78	133.7	26.9	0.00	37.44	2
7.30	133.7	23.0	0.00	36.24	2
7.83	133.7	26.9	0.00	36.65	2
8.35	133.7	40.2	0.00	31.17	2
8.87	133.8	3.8	0.00	0.00	2
9.39	133.8	0.0	0.00	0.00	2
9.91	446.4	205.3	0.00	0.00	3
10.44	1017.4	715.7	0.00	0.00	3
10.96	1195.1	794.6	0.00	1013.97	3
11.49	1195.9	800.5	0.00	1122.06	3
12.02	874.9	654.5	0.00	1315.27	3
12.55	870.0	276.0	0.00	2139.49	3
13.08	0.0	0.0	0.00	0.00	0
