t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	12.1	0.0	0.00	0.00	1
0.53	137.5	2926.0	0.00	0.00	2
1.05	138.2	0.0	0.00	0.00	2
1.57	141.1	1.9	0.00	0.00	2
2.10	146.0	1.9	12.83	0.00	2
2.62	146.3	0.0	0.12	0.00	2
3.15	146.3	0.0	0.00	0.00	2
3.67	146.3	0.0	0.00	0.00	2
4.19	146.3	0.0	0.08	0.01	2
4.71	146.3	0.0	0.00	0.00	2
5.23	146.3	0.0	0.00	0.00	2
5.75	147.4	0.0	0.00	2.01	2
6.28	147.3	1.9	0.00	2.01	2
6.80	147.6	0.0	0.00	2.01	2
7.32	149.2	0.0	0.00	2.01	2
7.84	149.8	1.9	0.00	10.05	2
8.36	150.6	1.9	0.00	8.04	2
8.88	150.6	1.9	0.00	8.04	2
9.41	150.4	0.0	0.00	6.03	2
9.93	150.5	1.9	0.00	8.04	2
10.45	150.1	3.8	0.00	8.04	2
10.97	150.1	0.0	0.00	6.03	2
11.49	150.4	1.9	0.00	6.03	2
12.01	150.6	1.9	0.00	8.04	2
12.53	150.4	1.9	0.00	6.03	2
13.06	150.4	0.0	0.00	4.02	2
13.58	150.4	0.0	0.00	4.01	2
14.10	150.4	1.9	0.00	2.01	2
14.62	150.4	0.0	0.00	6.03	2
15.14	150.4	1.9	0.00	4.02	2
15.67	150.4	1.9	0.00	2.01	2
16.19	150.4	0.0	0.00	4.02	2
16.71	150.4	0.0	0.00	0.00	2
17.23	150.4	1.9	0.00	4.02	2
17.75	150.4	0.0	0.00	6.03	2
18.27	150.4	0.0	0.00	2.01	2
18.79	150.4	1.9	0.00	2.01	2
19.32	150.4	0.0	0.00	4.02	2
19.84	150.4	1.9	0.00	2.01	2
20.36	150.4	1.9	0.00	6.03	2
20.88	150.4	0.0	0.00	2.01	2
21.40	150.4	0.0	0.00	2.01	2
21.92	150.4	0.0	0.00	2.01	2
22.44	150.4	1.9	0.00	4.02	2
22.97	150.4	0.0	0.00	0.00	2
