t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	12.1	0.0	0.00	0.00	1
0.53	137.5	2932.1	0.00	0.00	2
1.05	137.5	0.0	0.00	0.00	2
1.57	141.1	1.9	0.00	0.00	2
2.09	147.4	1.9	0.00	0.00	2
2.61	147.7	0.0	0.00	0.00	2
3.13	147.7	0.0	0.00	0.00	2
3.66	147.7	0.0	0.00	0.00	2
4.18	147.7	0.0	0.09	0.01	2
4.70	147.7	0.0	0.00	0.00	2
5.22	147.7	0.0	0.00	0.00	2
5.74	148.0	0.0	0.00	0.00	2
6.26	148.7	0.0	0.00	2.01	2
6.78	148.9	1.9	0.00	2.01	2
7.31	149.7	0.0	0.00	2.01	2
7.83	150.9	0.0	0.00	8.05	2
8.35	151.0	1.9	0.00	10.06	2
8.87	151.5	3.8	0.00	8.05	2
9.39	151.5	1.9	0.00	8.05	2
9.91	152.0	1.9	0.00	12.07	2
10.43	151.0	0.0	0.00	12.07	2
10.95	152.1	1.9	0.00	8.05	2
11.47	151.5	3.8	0.00	8.05	2
12.00	151.0	0.0	0.00	10.06	2
12.52	152.1	1.9	0.00	8.05	2
13.04	151.9	1.9	0.00	8.03	2
13.56	151.8	1.9	0.00	10.06	2
14.08	151.9	1.9	0.00	8.05	2
14.60	151.9	1.9	0.00	8.05	2
15.12	151.6	1.9	0.00	8.05	2
15.64	151.9	0.0	0.00	8.04	2
16.17	151.8	1.9	0.00	8.05	2
16.69	151.8	3.8	0.00	8.05	2
17.21	151.8	0.0	0.00	6.04	2
17.73	151.8	1.9	0.00	6.04	2
18.25	152.1	1.9	0.00	6.03	2
18.77	151.8	0.0	0.00	10.06	2
19.29	151.6	1.9	0.00	6.04	2
19.81	152.1	0.0	0.00	6.04	2
20.33	152.1	1.9	0.00	6.04	2
20.86	152.1	0.0	0.00	4.03	2
21.38	151.9	3.8	0.00	8.04	2
21.90	151.9	0.0	0.00	6.03	2
22.42	151.9	1.9	0.00	6.03	2
22.94	151.9	0.0	0.00	4.02	2
23.46	151.9	0.0	0.00	2.01	2
23.98	151.9	1.9	0.00	8.04	2
24.51	151.9	0.0	0.00	2.01	2
25.03	151.9	1.9	0.00	8.05	2
25.55	151.9	0.0	0.00	6.04	2
26.07	151.9	1.9	0.00	2.01	2
26.59	151.9	1.9	0.00	4.02	2
27.11	152.2	1.9	0.00	8.05	2
27.63	152.2	0.0	0.00	2.01	2
28.15	152.4	0.0	0.00	6.04	2
28.67	152.4	1.9	0.00	4.02	2
29.20	152.4	0.0	0.00	6.04	2
29.72	152.4	1.9	0.00	4.03	2
30.24	152.4	0.0	0.00	2.01	2
30.76	152.4	1.9	0.00	4.03	2
31.28	152.4	1.9	0.00	2.01	2
31.80	152.5	0.0	0.00	6.04	2
32.32	152.3	1.9	0.00	6.04	2
32.84	152.1	0.0	0.00	2.01	2
33.37	152.1	0.0	0.00	2.01	2
33.89	152.1	1.9	0.00	4.03	2
34.41	152.1	0.0	0.00	4.03	2
34.93	152.1	1.9	0.00	2.01	2
35.45	152.1	0.0	0.00	4.02	2
35.97	152.1	1.9	0.00	4.02	2
36.49	152.1	0.0	0.00	2.01	2
37.01	152.1	0.0	0.00	3.42	2
37.53	152.1	3.8	0.00	4.63	2
38.06	152.1	0.0	0.00	0.00	2
38.58	152.1	0.0	0.00	6.04	2
39.10	152.1	1.9	0.00	4.02	2
39.62	152.1	0.0	0.00	2.01	2
40.14	152.1	0.0	0.00	4.02	2
