t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	11.6	0.0	0.00	0.00	1
0.53	133.7	2938.7	0.00	0.00	2
1.05	133.7	0.0	0.00	0.00	2
1.57	133.7	0.0	0.00	0.00	2
2.09	133.7	1.9	0.00	0.00	2
2.61	133.7	0.0	0.00	0.27	2
3.14	133.7	15.3	0.00	19.59	2
3.66	133.7	28.8	0.00	37.45	2
4.18	133.7	26.8	0.00	37.46	2
4.70	133.7	24.9	0.00	32.16	2
5.22	133.7	24.9	0.00	33.88	2
5.74	133.7	26.9	0.00	37.36	2
6.26	133.7	24.9	0.00	32.67	2
6.79	133.7	28.8	0.00	37.57	2
7.31	133.7	23.0	0.00	31.91	2
7.83	133.7	26.8	0.00	36.71	2
8.35	133.7	32.6	0.00	40.93	2
8.87	133.8	1.9	0.00	4.64	2
9.40	133.8	0.0	0.00	0.00	2
9.92	282.3	15.3	0.00	0.00	3
10.45	847.3	687.3	0.00	0.00	3
10.97	1193.2	752.8	0.00	664.12	3
11.50	1195.6	804.2	0.00	1126.28	3
12.02	1195.6	800.0	0.00	1124.51	3
12.55	875.1	303.1	0.00	2035.36	3
13.08	0.0	0.0	0.00	0.00	0
