t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.2	0.0	0.00	0.00	1
0.53	18.9	1.9	0.00	0.01	4
1.05	16.1	5.7	0.00	0.01	4
1.57	16.1	0.0	0.00	0.00	4
2.10	16.1	0.0	0.00	0.00	4
2.62	19.0	1.9	0.00	0.00	4
3.14	19.0	0.0	0.00	0.72	4
3.66	19.0	5.7	0.00	31.39	4
4.19	19.0	7.7	0.00	43.09	4
4.71	19.0	5.7	0.00	32.40	4
5.23	19.0	7.7	0.00	32.58	4
5.75	19.0	7.7	0.00	38.44	4
6.28	19.0	5.7	0.00	36.88	4
6.80	19.0	9.6	0.00	41.45	4
7.32	19.0	5.8	0.00	32.16	4
7.84	19.0	7.7	0.00	38.10	4
8.36	19.0	7.7	0.00	41.75	4
8.88	16.7	5.7	0.00	13.28	4
9.41	16.7	0.0	0.00	0.00	4
9.93	27.1	0.0	0.00	0.00	7
10.45	19.6	0.0	0.00	0.00	4
10.97	16.8	5.7	0.00	0.00	4
11.50	16.8	0.0	0.00	0.00	4
12.02	27.1	0.0	0.00	0.00	7
12.54	17.6	1.9	0.00	0.01	4
13.07	17.6	0.0	0.00	0.00	4
13.59	129.9	11.5	0.00	0.00	5
14.11	720.1	662.5	0.00	0.00	5
14.63	1097.1	761.7	0.00	623.34	5
15.16	1098.6	801.3	0.00	1064.04	5
15.68	1098.7	800.3	0.00	1084.12	5
16.20	766.8	367.6	0.00	1846.41	5
16.72	21.2	350.0	0.00	1045.62	5
17.25	21.2	815.0	0.00	42.99	5
17.77	21.5	813.4	0.00	41.96	5
18.29	21.5	821.3	0.00	43.00	5
18.81	21.5	816.8	0.00	43.85	5
19.34	21.6	819.4	0.00	43.66	5
19.86	21.2	496.2	0.00	35.85	5
20.38	21.2	815.4	0.00	43.58	5
20.90	21.5	817.4	0.00	42.87	5
21.43	21.5	819.7	0.00	44.28	5
21.95	21.5	821.6	0.00	44.81	5
22.47	21.7	725.1	0.00	38.74	5
23.00	0.0	0.0	0.00	0.00	0
