t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	11.3	0.0	0.00	0.00	1
0.53	46.5	38.0	6.29	0.00	1
1.05	63.4	2892.6	2.72	0.00	2
1.57	63.4	0.0	0.00	0.00	2
2.09	54.5	0.0	0.02	0.01	1
2.61	54.5	1.9	0.09	0.00	1
3.13	55.3	0.0	0.00	0.16	1
3.66	55.8	0.0	0.00	2.79	1
4.18	56.9	3.8	0.00	7.16	1
4.70	56.9	1.9	0.00	6.33	1
5.22	56.9	3.8	0.00	6.92	1
5.74	56.9	1.9	0.00	7.17	1
6.26	56.9	1.9	0.00	6.07	1
6.78	57.1	1.9	0.00	6.28	1
7.30	57.1	3.8	0.00	5.68	1
7.82	57.4	3.8	0.00	8.23	1
8.34	57.4	3.8	0.00	6.70	1
8.86	57.4	1.9	0.00	6.77	1
9.39	57.4	5.8	0.00	7.13	1
9.91	57.4	0.0	0.00	5.64	1
10.43	57.4	5.8	0.00	6.75	1
10.95	57.4	1.9	0.00	7.08	1
11.47	57.4	3.8	0.00	5.71	1
11.99	57.4	1.9	0.00	5.18	1
12.51	57.4	3.8	0.00	6.91	1
13.03	57.4	1.9	0.00	4.98	1
13.55	57.4	1.9	0.00	4.88	1
14.07	57.4	3.8	0.00	4.45	1
14.59	57.4	1.9	0.00	5.20	1
15.12	57.4	3.8	0.00	4.39	1
15.64	57.4	1.9	0.00	4.00	1
16.16	57.4	3.8	0.00	4.22	1
16.68	57.4	1.9	0.00	3.52	1
17.20	57.4	3.8	0.00	3.79	1
17.72	57.4	1.9	0.00	4.58	1
18.24	57.4	3.8	0.00	4.46	1
18.76	57.4	3.8	0.00	3.36	1
19.28	57.4	0.0	0.00	4.36	1
19.80	57.4	3.8	0.00	3.89	1
20.32	57.4	1.9	0.00	2.60	1
20.85	57.4	3.8	0.00	3.62	1
21.37	57.4	1.9	0.00	3.47	1
21.89	57.4	1.9	0.00	2.87	1
22.41	57.4	1.9	0.00	3.73	1
22.93	57.4	3.8	0.00	3.56	1
23.45	57.4	1.9	0.00	3.31	1
23.97	57.4	1.9	0.00	2.74	1
24.49	57.4	1.9	0.00	2.71	1
25.01	57.4	3.8	0.00	2.98	1
25.53	57.4	1.9	0.00	2.46	1
26.06	57.4	1.9	0.00	2.84	1
26.58	57.4	1.9	0.00	3.21	1
27.10	57.4	1.9	0.00	2.40	1
27.62	57.7	1.9	0.00	2.10	1
28.14	57.7	1.9	0.00	2.18	1
28.66	57.7	1.9	0.00	2.21	1
29.18	57.7	1.9	0.00	1.95	1
29.71	57.7	3.8	0.00	2.36	1
30.23	57.7	1.9	0.00	2.39	1
30.75	57.7	1.9	0.00	2.19	1
31.27	57.7	3.8	0.00	2.47	1
31.79	57.7	3.8	0.00	2.24	1
32.31	57.7	0.0	0.00	2.05	1
32.83	57.8	3.8	0.00	1.72	1
33.35	57.8	1.9	0.00	2.15	1
33.88	57.8	1.9	0.00	1.90	1
34.40	57.8	3.8	0.00	1.71	1
34.92	57.8	0.0	0.00	1.96	1
35.44	57.8	1.9	0.00	1.73	1
35.96	57.8	3.8	0.00	1.64	1
36.49	57.8	0.0	0.00	1.75	1
37.01	57.8	3.8	0.00	1.82	1
37.53	57.8	1.9	0.00	1.86	1
38.05	57.8	3.8	0.00	1.87	1
38.57	57.8	1.9	0.00	2.01	1
39.09	57.8	1.9	0.00	1.96	1
39.61	57.8	1.9	0.00	1.85	1
40.13	57.8	3.8	0.00	1.81	1
40.66	57.8	0.0	0.00	1.78	1
41.18	57.8	1.9	0.00	1.61	1
41.70	57.8	1.9	0.00	1.56	1
42.22	57.8	3.8	0.00	1.71	1
42.74	57.8	1.9	0.00	1.62	1
43.26	57.8	1.9	0.00	1.77	1
43.78	57.8	1.9	0.00	1.79	1
44.30	57.8	1.9	0.00	1.93	1
44.83	57.8	1.9	0.00	2.07	1
45.35	57.8	3.8	0.00	1.83	1
45.87	57.8	1.9	0.00	1.89	1
46.39	57.8	0.0	0.00	1.51	1
46.91	57.8	3.8	0.00	1.67	1
47.43	57.8	1.9	0.00	1.45	1
47.95	57.8	0.0	0.00	1.34	1
48.47	57.8	1.9	0.00	1.47	1
49.00	57.8	3.8	0.00	1.39	1
49.52	57.8	1.9	0.00	1.45	1
50.04	57.8	1.9	0.00	1.50	1
50.56	57.8	1.9	0.00	1.45	1
51.08	57.8	1.9	0.00	1.56	1
51.60	57.8	1.9	0.00	1.45	1
52.12	57.8	1.9	0.00	1.57	1
52.64	57.8	1.9	0.00	1.61	1
53.17	57.8	3.8	0.00	1.71	1
53.69	57.8	1.9	0.00	1.79	1
54.21	57.8	1.9	0.00	1.99	1
54.73	57.8	3.8	0.00	2.32	1
55.25	57.8	1.9	0.00	2.45	1
55.77	57.8	3.8	0.00	2.80	1
56.29	57.8	1.9	0.00	2.93	1
56.81	57.8	3.8	0.00	2.88	1
57.34	57.8	1.9	0.00	2.63	1
57.86	57.8	3.8	0.00	2.25	1
58.38	57.8	1.9	0.00	2.54	1
58.90	57.8	3.8	0.00	2.41	1
59.42	57.8	1.9	0.00	2.55	1
59.94	57.8	3.8	0.00	2.56	1
60.46	57.8	3.8	0.00	2.35	1
60.98	57.8	1.9	0.00	2.51	1
61.50	57.8	3.8	0.00	2.70	1
62.03	57.8	1.9	0.00	2.55	1
62.55	57.8	3.8	0.00	2.55	1
63.07	57.8	3.8	0.00	2.73	1
63.59	57.8	1.9	0.00	2.48	1
64.11	57.8	5.8	0.00	2.60	1
64.63	57.8	1.9	0.00	2.66	1
65.15	57.8	3.8	0.00	2.69	1
65.67	57.8	3.8	0.00	2.74	1
66.20	57.8	1.9	0.00	2.50	1
66.72	57.8	3.8	0.00	2.63	1
67.24	57.8	3.8	0.00	2.61	1
67.76	57.8	1.9	0.00	2.71	1
68.28	57.8	3.8	0.00	2.86	1
68.80	57.8	3.8	0.00	3.03	1
69.32	57.8	3.8	0.00	3.18	1
69.84	57.8	3.8	0.00	2.81	1
70.36	57.8	3.8	0.00	3.26	1
70.89	57.8	0.0	0.00	2.44	1
71.41	57.8	3.8	0.00	2.13	1
71.93	57.8	1.9	0.00	2.05	1
72.45	57.8	3.8	0.00	1.81	1
72.97	57.8	1.9	0.00	1.83	1
73.49	57.8	1.9	0.00	1.74	1
74.01	57.8	1.9	0.00	1.96	1
74.53	57.8	3.8	0.00	1.89	1
75.05	57.8	1.9	0.00	1.74	1
