t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	3.2	0.0	0.00	0.00	1
0.53	18.9	0.0	0.00	0.01	4
1.05	16.1	5.7	0.00	0.01	4
1.57	16.1	0.0	0.00	0.00	4
2.10	16.1	0.0	0.00	0.00	4
2.62	19.0	0.0	0.00	0.00	4
3.14	19.0	1.9	0.00	0.73	4
3.67	19.0	5.7	0.00	27.06	4
4.19	19.0	7.7	0.00	31.79	4
4.71	19.0	9.6	0.00	36.70	4
5.23	19.0	7.7	0.00	37.93	4
5.76	19.0	7.7	0.00	31.80	4
6.28	19.0	9.6	0.00	32.40	4
6.80	19.0	9.6	0.00	38.21	4
7.32	19.0	7.7	0.00	36.38	4
7.85	19.0	7.7	0.00	32.11	4
8.37	19.0	5.7	0.00	32.03	4
8.89	19.0	5.7	0.00	37.98	4
9.41	16.7	5.7	0.00	6.88	4
9.94	16.7	0.0	0.00	0.00	4
10.46	27.1	0.0	0.00	0.00	7
10.98	9.5	0.0	0.00	0.00	3
11.51	16.8	5.7	0.00	0.00	4
12.03	16.8	0.0	0.00	0.00	4
12.55	27.1	1.9	0.00	0.00	7
13.08	17.6	1.9	0.10	0.01	4
13.60	17.6	0.0	0.00	0.00	4
14.13	141.8	13.4	0.00	0.00	5
14.65	711.7	680.7	0.00	0.00	5
15.18	1097.1	766.0	0.00	604.41	5
15.70	1099.0	797.5	0.00	1076.56	5
16.23	1099.0	801.5	0.00	1076.87	5
16.76	743.0	365.7	0.00	1864.30	5
17.29	21.2	107.7	0.00	972.25	5
17.82	21.2	817.7	0.00	43.07	5
18.34	21.6	813.7	0.00	42.12	5
18.87	21.6	817.6	0.00	42.55	5
19.40	21.6	817.3	0.00	43.82	5
19.93	21.6	819.5	0.00	43.23	5
20.45	21.2	311.2	0.00	36.58	5
20.98	21.2	810.2	0.00	43.31	5
21.50	21.6	815.2	0.00	42.55	5
22.03	21.6	817.3	0.00	43.31	5
22.55	21.6	817.7	0.00	44.32	5
23.07	21.6	821.4	0.00	44.37	5
23.59	0.0	0.0	0.00	0.00	0
