t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	11.8	0.0	0.00	0.00	1
0.53	63.5	2907.1	0.00	0.00	2
1.05	63.5	0.0	0.00	0.00	2
1.57	60.6	5.8	0.00	0.01	2
2.09	60.6	0.0	0.00	0.00	2
2.61	54.7	0.0	0.00	0.00	1
3.13	55.1	1.9	0.00	3.04	1
3.65	55.6	11.5	0.00	35.14	1
4.18	55.9	11.5	0.00	39.96	1
4.70	55.9	9.6	0.00	30.40	1
5.22	55.9	13.4	0.00	36.23	1
5.74	55.9	9.6	0.00	38.18	1
6.26	55.9	13.4	0.00	42.28	1
6.78	55.9	9.6	0.00	32.16	1
7.31	56.1	11.4	0.00	37.61	1
7.83	56.1	9.6	0.00	38.48	1
8.35	56.1	11.5	0.00	36.13	1
8.88	63.4	7.7	0.00	12.73	2
9.40	63.4	0.0	0.00	0.00	2
9.92	73.9	0.0	0.00	0.00	5
10.44	62.2	9.5	0.00	0.00	2
10.97	63.4	0.0	0.00	0.00	2
11.49	63.4	0.0	0.00	0.00	2
12.01	73.9	0.0	0.00	0.00	5
12.53	63.4	5.7	0.00	0.00	2
13.06	63.4	0.0	0.00	0.00	2
13.58	63.4	0.0	0.00	0.00	2
14.10	56.2	0.0	0.00	0.00	1
14.63	64.3	3.8	0.00	0.01	2
15.15	64.3	0.0	0.00	0.00	2
15.67	646.7	537.0	0.00	0.00	3
16.20	1143.6	745.9	0.00	406.01	3
16.72	1145.4	801.0	0.00	1080.92	3
17.25	1145.4	800.8	0.00	1076.48	3
17.78	801.8	459.5	0.00	1552.17	3
18.30	792.3	187.5	0.00	1482.79	3
18.83	65.1	732.1	0.00	38.21	2
19.35	65.1	814.2	0.00	43.02	2
19.88	65.5	817.1	0.00	42.27	2
20.40	65.5	817.3	0.00	44.13	2
20.92	65.5	819.4	0.00	43.26	2
21.44	65.1	101.7	0.00	37.06	2
21.96	65.1	817.6	0.00	43.98	2
22.49	65.6	814.6	0.00	42.85	2
23.02	65.6	817.5	0.00	43.19	2
23.54	65.6	817.4	0.00	44.47	2
24.07	65.6	819.0	0.00	44.28	2
24.60	0.0	0.0	0.00	0.00	0
