t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	11.8	0.0	0.00	0.00	1
0.53	63.4	2908.2	0.72	0.00	2
1.05	63.4	0.0	0.00	0.00	2
1.57	54.7	1.9	1.20	0.01	2
2.09	60.6	3.8	4.01	0.00	2
2.61	60.6	0.0	0.00	0.00	2
3.14	60.6	0.0	0.00	0.00	2
3.66	53.8	0.0	0.03	0.00	1
4.18	54.8	0.0	0.00	0.13	1
4.70	55.9	5.8	0.00	15.95	1
5.22	55.9	5.8	0.00	28.13	1
5.74	55.9	7.7	0.00	32.20	1
6.26	55.9	9.6	0.00	32.21	1
6.78	55.9	5.8	0.00	20.15	1
7.31	55.9	9.6	0.00	32.13	1
7.83	55.9	7.7	0.00	28.14	1
8.35	55.9	3.8	0.00	20.18	1
8.87	56.1	11.5	0.00	32.20	1
9.39	56.1	3.8	0.00	16.11	1
9.91	56.1	3.8	0.00	16.11	1
10.43	56.1	9.6	0.00	32.19	1
10.95	56.1	9.6	0.00	32.49	1
11.47	56.1	9.6	0.00	31.94	1
11.99	63.4	11.5	0.00	12.73	2
12.52	63.4	0.0	0.00	0.00	2
13.04	63.4	0.0	0.00	0.00	2
13.56	56.2	0.0	0.00	0.00	1
14.08	63.4	5.7	0.00	0.00	2
14.60	63.4	0.0	0.00	0.00	2
15.13	73.9	0.0	0.00	0.00	5
15.65	63.4	7.7	0.00	0.00	2
16.17	63.4	0.0	0.00	0.00	2
16.69	63.4	0.0	0.00	0.00	2
17.22	56.2	0.0	0.00	0.00	1
17.74	64.3	1.9	0.50	0.01	2
18.26	64.3	0.0	0.00	0.00	2
18.78	65.6	0.0	1.96	0.00	3
19.30	492.8	356.1	5.07	0.00	3
19.82	1141.9	719.0	0.33	72.38	3
20.35	1145.4	798.7	0.00	1076.54	3
20.87	1145.5	804.5	0.00	1072.50	3
21.39	794.7	584.2	0.00	790.70	3
21.91	801.7	226.3	0.00	2098.07	3
22.43	65.1	488.4	0.00	569.41	2
22.96	65.1	819.1	0.00	43.25	2
23.48	65.5	814.2	0.00	42.01	2
24.00	65.5	813.9	0.00	43.75	2
24.52	65.5	820.7	0.00	43.72	2
25.04	65.5	816.7	0.00	44.55	2
25.57	65.1	654.4	0.00	35.57	2
26.09	65.1	814.7	0.00	43.25	2
26.61	65.5	816.7	0.00	43.09	2
27.13	65.5	818.5	0.00	44.24	2
27.65	65.5	816.9	0.00	43.94	2
28.17	0.0	15.3	0.00	0.00	1
28.70	0.0	0.0	0.00	0.00	0
