t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	12.1	0.0	0.00	0.00	1
0.53	133.7	2922.9	0.00	0.00	2
1.05	133.7	0.0	0.00	0.00	2
1.57	133.7	0.0	0.00	0.00	2
2.09	133.7	1.9	0.00	0.00	2
2.61	133.7	1.9	0.00	0.24	2
3.14	133.7	15.3	0.00	23.36	2
3.66	133.7	21.1	0.00	31.14	2
4.18	133.7	24.9	0.00	34.81	2
4.70	133.7	26.9	0.00	36.19	2
5.22	133.7	19.2	0.00	28.14	2
5.74	133.7	19.2	0.00	28.80	2
6.26	133.7	26.9	0.00	36.32	2
6.78	133.7	23.0	0.00	31.34	2
7.30	133.7	19.2	0.00	29.63	2
7.83	133.7	23.0	0.00	30.33	2
8.35	133.7	23.0	0.00	32.23	2
8.87	133.7	25.0	0.00	34.42	2
9.39	133.8	3.8	0.01	6.05	2
9.91	133.8	0.0	0.00	0.00	2
10.44	212.5	5.7	0.00	0.00	3
10.96	805.4	637.6	0.00	0.00	3
11.49	1193.1	760.0	0.00	605.59	3
12.01	1195.5	801.3	0.00	1114.85	3
12.54	1154.1	780.5	0.00	1093.64	3
13.07	874.8	331.5	0.00	2238.15	3
13.59	0.0	0.0	0.00	0.00	0
