panel	dataset	arm	tool	rep	order_idx	wall_s	exit_code	status	runs_complete	runs_partial	runs_expected	files_verified	files_expected	bytes_verified	bytes_expected	bytes_on_disk	files_on_disk	extra_files	format	MBps_verified	peak_rss_kb	cpu_pct	conc_med	conc_p95	conc_max	conc_per_host_max	procs_max	conc_samples	workers_med	workers_max	host	stamp
3a	D1_fair_PRJNA916347	adaptiseq-fixed-j8	adaptiseq	1	1	3600.01	124	TIMEOUT	200	0	201	200	201	4419183267	4419227609	4419183267	200	0	gz	1.23	0	0	1	8	13	13	11	15858	8	8	exp-7-06	2026-07-17T05:47:50-07:00
3a	D1_fair_PRJNA916347	adaptiseq-fixed-j40	adaptiseq	1	2	3250.74	0	ok	201	0	201	201	201	4419227609	4419227609	4419227609	201	0	gz	1.36	86820	1	1	5	40	40	12	14304	5	40	exp-7-06	2026-07-17T06:42:02-07:00
3a	D1_fair_PRJNA916347	adaptiseq-fixed-j20	adaptiseq	1	3	3600.01	124	TIMEOUT	201	0	201	201	201	4419227609	4419227609	4419227609	201	0	gz	1.23	0	0	1	5	20	20	12	15825	6	20	exp-7-06	2026-07-17T07:42:04-07:00
3a	D1_fair_PRJNA916347	iseq	iseq	1	4	3600.01	124	TIMEOUT	52	0	201	52	201	3650810061	4419227609	3650810061	52	0	gz	1.01	0	0	1	1	1	1	10	15805	0	0	exp-7-06	2026-07-17T08:42:05-07:00
