t_rel_s	workers	mbps
1.60	2	0.00
2.01	2	0.00
2.41	2	0.00
2.81	2	0.00
3.21	2	0.00
3.61	2	1.85
4.01	2	1.85
4.41	2	1.85
4.81	2	250.54
5.21	2	250.54
5.61	2	1210.29
6.01	2	1210.29
6.41	2	1210.29
6.81	2	1262.50
7.21	2	1262.50
7.61	2	1133.52
8.01	2	1133.52
8.41	2	1133.52
8.81	2	1134.26
9.21	2	1134.26
9.61	16	1164.19
10.01	16	1164.19
10.41	16	1164.19
10.81	16	1171.95
11.21	16	1171.95
11.61	16	1850.53
12.02	16	1850.53
12.44	16	1850.53
12.84	16	3970.93
13.26	16	3970.93
13.67	16	4240.10
14.07	16	4240.10
14.47	16	4240.10
14.88	16	4087.05
15.28	16	4087.05
15.68	16	4133.83
16.09	16	4133.83
16.49	16	4133.83
16.90	16	4232.98
17.30	16	4232.98
17.72	16	4132.87
18.13	16	4132.87
18.55	16	4132.87
18.96	16	3663.35
19.37	8	3663.35
19.78	8	3716.71
20.18	8	3716.71
20.59	8	3716.71
20.99	8	3657.66
21.40	8	3657.66
21.80	8	3350.59
22.20	8	3350.59
22.60	8	3350.59
23.00	8	2805.34
23.40	8	2805.34
23.80	8	2475.41
24.20	8	2475.41
24.61	8	2475.41
25.01	8	2295.61
25.41	8	2295.61
25.81	8	2183.31
26.21	8	2183.31
26.61	8	2183.31
27.01	8	2005.04
27.41	8	2005.04
27.81	8	1931.80
28.21	8	1931.80
28.61	8	1931.80
29.01	16	1581.86
29.41	16	1581.86
29.81	16	1497.49
30.21	16	1497.49
30.61	16	1497.49
31.01	16	1539.45
31.71	16	1539.45
32.11	16	1049.74
32.51	16	1049.74
32.91	16	1943.60
33.32	16	1943.60
33.72	16	1603.73
34.12	16	1603.73
34.52	16	1603.73
34.92	16	1576.89
35.32	16	1576.89
35.72	16	1613.83
36.12	16	1613.83
36.52	16	1613.83
36.92	16	1452.39
37.32	16	1452.39
37.72	16	1270.06
38.12	16	1270.06
38.52	16	1270.06
38.92	16	1237.03
39.32	16	1237.03
39.72	16	1211.13
40.12	16	1211.13
40.52	16	1211.13
40.92	16	1155.80
41.32	16	1155.80
41.72	16	1213.80
42.13	16	1213.80
42.53	16	1213.80
42.93	16	1231.32
43.33	16	1231.32
43.73	16	1205.07
44.13	16	1205.07
44.53	16	1205.07
44.93	16	1085.74
45.33	16	1085.74
45.73	16	989.46
46.13	16	989.46
46.53	16	989.46
46.93	16	810.01
47.33	16	810.01
47.74	16	768.47
48.14	16	768.47
48.54	16	768.47
48.94	16	775.33
49.34	16	775.33
49.74	16	792.25
50.14	16	792.25
50.54	16	792.25
50.94	16	828.44
51.34	16	828.44
51.74	16	807.80
52.14	16	807.80
52.54	16	807.80
52.94	16	821.22
53.34	16	821.22
53.74	16	867.26
54.14	16	867.26
54.54	16	867.26
54.94	16	879.70
55.34	16	879.70
55.74	16	928.06
56.14	16	928.06
56.54	15	928.06
56.94	15	836.18
57.34	15	836.18
57.74	15	696.11
58.14	15	696.11
58.54	15	696.11
58.94	15	708.20
59.34	15	708.20
59.75	15	645.20
60.15	15	645.20
60.55	15	645.20
60.95	15	663.98
61.35	15	663.98
61.75	15	722.22
62.15	15	722.22
62.55	15	722.22
62.95	15	786.81
63.35	15	786.81
63.75	15	732.63
64.15	15	732.63
64.55	15	732.63
64.95	15	724.35
65.35	15	724.35
65.75	15	806.02
66.15	15	806.02
66.55	15	806.02
66.95	15	818.13
67.35	15	818.13
67.75	15	769.35
68.15	15	769.35
68.55	15	769.35
68.95	15	696.01
69.36	15	696.01
69.76	15	685.34
70.16	15	685.34
70.56	15	685.34
70.96	15	704.05
71.36	15	704.05
71.76	15	762.89
72.16	15	762.89
72.56	15	762.89
72.96	15	803.02
73.36	15	803.02
73.76	15	682.14
74.16	15	682.14
74.56	15	682.14
74.96	15	702.96
75.36	15	702.96
75.76	15	656.04
76.16	15	656.04
76.56	14	656.04
76.96	14	661.79
77.36	14	661.79
77.76	14	670.31
78.16	14	670.31
78.56	14	670.31
78.96	14	839.89
79.36	14	839.89
79.76	14	1005.62
80.16	14	1005.62
80.57	14	1005.62
80.97	14	1236.79
81.37	14	1236.79
81.77	14	1595.83
82.17	14	1595.83
82.57	14	1595.83
82.97	14	1616.72
83.37	14	1616.72
83.77	14	1364.04
84.17	14	1364.04
84.57	14	1364.04
84.97	14	1595.78
85.37	14	1595.78
85.78	14	1917.53
86.18	14	1917.53
86.58	14	1917.53
86.98	14	1799.30
87.38	14	1799.30
87.78	14	1822.19
88.19	14	1822.19
88.59	14	1822.19
88.99	14	2040.07
89.39	14	2040.07
89.79	14	2242.09
90.20	14	2242.09
90.60	14	2242.09
91.00	14	2278.62
91.40	14	2278.62
91.80	14	2319.25
92.21	14	2319.25
92.61	14	2319.25
93.01	14	2380.75
93.41	14	2380.75
93.81	14	2386.24
94.22	14	2386.24
94.62	14	2386.24
95.02	14	2379.51
95.42	14	2379.51
95.82	14	2381.78
96.23	14	2381.78
96.63	14	2381.78
97.03	14	2364.74
97.43	13	2364.74
97.83	13	2390.09
98.24	13	2390.09
98.64	13	2390.09
99.04	13	2386.88
99.44	13	2386.88
99.84	13	2171.39
100.24	13	2171.39
100.64	13	2171.39
101.04	13	2148.20
101.45	13	2148.20
101.85	13	2282.28
102.25	13	2282.28
102.65	13	2282.28
103.05	13	2390.34
103.45	13	2390.34
103.85	13	2275.61
104.26	13	2275.61
104.66	13	2275.61
105.06	13	1741.15
105.46	13	1741.15
105.86	13	1561.56
106.26	13	1561.56
106.66	13	1561.56
107.06	13	1609.63
107.46	13	1609.63
107.86	13	1547.52
108.26	13	1547.52
108.67	13	1547.52
109.07	13	1580.97
109.47	13	1580.97
109.87	13	1493.75
110.27	12	1493.75
110.67	12	1493.75
111.07	12	1527.92
111.47	12	1527.92
111.87	12	1514.73
112.27	12	1514.73
112.67	12	1514.73
113.08	12	1527.49
113.48	12	1527.49
113.88	12	1397.03
114.28	11	1397.03
114.68	11	1397.03
115.08	10	1306.56
115.48	10	1306.56
115.88	10	1230.76
116.72	10	1230.76
117.12	10	875.78
117.52	10	875.78
117.92	10	1354.30
118.32	10	1354.30
118.72	10	1354.30
119.12	10	1059.88
119.52	9	1059.88
119.92	9	1126.07
120.32	9	1126.07
120.72	9	1126.07
121.12	9	1127.78
121.52	9	1127.78
121.92	9	1163.54
122.33	9	1163.54
122.73	9	1163.54
123.13	9	924.70
123.53	9	924.70
123.93	9	764.14
124.33	9	764.14
124.73	9	764.14
125.13	9	819.94
125.53	9	819.94
125.93	9	843.16
126.33	9	843.16
126.73	9	843.16
127.13	8	871.17
127.53	8	871.17
127.93	8	840.60
128.33	7	840.60
128.73	7	840.60
129.13	6	783.83
129.53	6	783.83
129.93	6	746.14
130.33	6	746.14
130.73	6	746.14
131.13	6	603.09
131.53	6	603.09
131.93	6	481.06
132.33	6	481.06
132.73	6	481.06
133.13	6	430.84
133.53	6	430.84
133.93	6	382.83
134.33	6	382.83
134.73	6	382.83
135.13	6	386.72
135.53	6	386.72
135.93	6	410.59
136.33	6	410.59
136.73	6	410.59
137.13	6	415.30
137.53	6	415.30
137.93	6	428.38
138.33	6	428.38
138.74	6	428.38
139.14	5	444.73
139.54	5	444.73
139.94	5	374.58
140.34	5	374.58
140.74	5	374.58
141.14	5	360.53
141.54	5	360.53
141.94	5	332.15
142.34	5	332.15
142.74	5	332.15
143.14	5	279.60
143.54	5	279.60
143.94	5	217.64
144.34	5	217.64
144.74	5	217.64
145.14	5	221.90
145.54	5	221.90
145.94	5	228.10
146.34	5	228.10
146.74	5	228.10
147.14	5	241.07
147.54	5	241.07
147.95	5	253.64
148.35	5	253.64
148.75	5	253.64
149.15	5	274.85
149.55	5	274.85
149.95	4	256.66
150.35	4	256.66
150.75	4	256.66
151.15	4	161.37
151.55	4	161.37
151.95	4	162.96
152.35	4	162.96
152.75	4	162.96
153.15	4	162.18
153.55	4	162.18
153.95	4	166.43
154.35	4	166.43
154.75	4	166.43
155.15	4	178.66
155.55	4	178.66
155.95	4	175.93
156.35	4	175.93
156.75	4	175.93
157.15	4	169.65
157.56	4	169.65
157.96	4	167.99
158.36	4	167.99
158.76	4	167.99
159.16	4	179.96
159.56	4	179.96
159.96	4	201.70
160.36	4	201.70
160.76	4	201.70
161.16	4	216.67
161.56	4	216.67
161.96	3	207.98
162.36	3	207.98
162.76	3	207.98
163.16	3	107.75
163.56	3	107.75
163.96	3	106.96
164.36	3	106.96
164.76	3	106.96
165.16	3	107.82
165.56	3	107.82
165.96	3	109.79
166.36	2	109.79
166.76	2	109.79
167.16	2	76.67
167.56	2	76.67
167.97	2	62.60
168.37	2	62.60
168.77	2	62.60
169.17	2	69.34
169.57	2	69.34
169.97	2	76.78
170.37	2	76.78
170.77	2	76.78
171.17	2	81.23
171.57	2	81.23
171.97	2	89.95
172.37	2	89.95
172.77	2	89.95
173.17	2	107.70
173.57	2	107.70
173.97	2	119.42
174.37	2	119.42
174.77	2	119.42
175.17	2	139.98
175.57	2	139.98
175.98	2	166.14
176.38	2	166.14
176.78	2	166.14
177.18	2	185.45
177.58	2	185.45
177.98	2	215.60
178.38	2	215.60
178.78	2	215.60
179.18	2	228.87
179.58	2	228.87
179.98	2	262.23
180.38	2	262.23
180.78	2	262.23
181.18	2	318.40
181.58	2	318.40
181.98	1	229.59
182.38	1	229.59
182.78	1	229.59
183.18	1	51.44
183.59	1	51.44
183.99	1	21.88
184.39	1	21.88
184.79	1	21.88
185.19	1	17.97
185.59	1	17.97
185.99	1	17.46
186.39	1	17.46
186.79	1	17.46
187.19	1	18.81
187.59	1	18.81
187.99	1	17.32
188.39	1	17.32
188.79	1	17.32
189.19	1	15.16
189.59	1	15.16
190.00	1	17.39
190.40	1	17.39
190.80	1	17.39
191.20	1	18.29
191.60	1	18.29
192.00	1	18.99
192.40	1	18.99
192.80	1	18.99
193.20	1	18.94
193.60	1	18.94
194.00	1	18.87
194.40	1	18.87
194.80	1	18.87
195.20	1	17.28
195.60	1	17.28
196.00	1	15.54
196.40	1	15.54
196.81	1	15.54
197.21	1	17.59
197.61	1	17.59
198.01	1	18.73
198.41	1	18.73
198.81	1	18.73
199.21	1	18.94
199.61	1	18.94
200.01	1	19.32
200.41	1	19.32
200.81	1	19.32
201.21	1	19.17
201.61	1	19.17
202.01	1	19.31
202.42	1	19.31
202.82	1	19.31
203.22	1	20.07
203.62	1	20.07
204.02	1	21.55
204.42	1	21.55
204.82	1	21.55
205.22	1	24.05
205.62	1	24.05
206.02	1	27.32
206.42	1	27.32
206.82	1	27.32
207.22	1	32.82
207.62	1	32.82
208.02	1	40.57
208.42	1	40.57
208.82	1	40.57
209.22	1	47.98
209.63	1	47.98
210.03	1	59.98
210.43	1	59.98
210.83	1	59.98
211.23	1	74.80
211.46	0	74.80
