t_rel_s	workers	mbps
4.03	8	0.00
4.43	8	0.00
4.83	8	0.00
5.23	8	5.06
5.63	7	5.06
6.04	7	1973.98
6.44	7	1973.98
6.84	7	1973.98
7.24	7	2918.76
7.64	7	2918.76
8.04	7	2936.10
8.45	7	2936.10
8.85	7	2936.10
9.25	6	2795.32
9.65	6	2795.32
10.05	6	2453.46
10.46	5	2453.46
10.86	4	2453.46
11.26	4	2274.37
11.66	4	2274.37
12.06	4	1807.59
12.46	4	1807.59
12.86	4	1807.59
13.26	3	1833.76
13.66	3	1833.76
14.06	3	1434.11
14.46	2	1434.11
14.86	2	1434.11
15.26	1	1028.40
15.66	1	1028.40
16.06	1	489.62
16.46	1	489.62
16.86	1	489.62
17.09	0	484.29
