t_rel_s	workers	mbps
25.75	8	0.00
26.15	8	0.00
26.55	8	0.00
26.95	8	2.60
27.35	8	2.60
27.75	8	45.09
28.15	8	45.09
28.55	8	45.09
28.96	8	705.39
29.36	8	705.39
29.76	8	2468.05
30.16	8	2468.05
30.56	8	2468.05
30.96	8	2899.19
31.36	8	2899.19
31.76	8	2435.38
32.16	8	2435.38
32.56	8	2435.38
32.96	8	2169.30
33.36	8	2169.30
33.77	8	1746.21
34.17	8	1746.21
34.57	8	1746.21
34.97	8	2002.71
35.37	8	2002.71
35.77	8	1905.02
36.17	8	1905.02
36.57	8	1905.02
36.97	8	1700.70
37.37	8	1700.70
37.77	8	1570.57
38.17	8	1570.57
38.57	8	1570.57
38.97	8	1350.72
39.37	8	1350.72
39.77	8	1420.59
40.17	8	1420.59
40.57	8	1420.59
40.98	8	1375.52
41.38	8	1375.52
41.78	8	1141.45
42.18	8	1141.45
42.58	8	1141.45
42.98	8	862.86
43.38	8	862.86
43.78	8	977.20
44.18	8	977.20
44.58	8	977.20
44.98	8	672.11
45.38	8	672.11
45.78	8	481.50
46.18	8	481.50
46.58	8	481.50
46.99	8	474.85
47.39	8	474.85
47.79	8	380.85
48.19	8	380.85
48.59	8	380.85
48.99	8	240.10
49.39	8	240.10
49.79	8	101.50
50.19	8	101.50
50.59	8	101.50
50.99	8	237.05
51.39	8	237.05
51.79	8	391.79
52.19	8	391.79
52.59	7	391.79
52.99	5	526.64
53.39	5	526.64
53.79	5	610.56
54.19	5	610.56
54.60	5	610.56
55.00	4	592.38
55.40	4	592.38
55.80	4	414.52
56.20	4	414.52
56.60	4	414.52
57.00	4	369.42
57.40	4	369.42
57.80	4	351.87
58.20	4	351.87
58.60	4	351.87
59.00	4	308.31
59.40	4	308.31
59.80	4	300.79
60.20	4	300.79
60.60	3	300.79
61.00	3	260.55
61.40	2	260.55
61.80	2	170.18
62.20	2	170.18
62.60	2	170.18
63.00	2	138.64
63.41	2	138.64
63.81	2	142.20
64.21	2	142.20
64.61	1	142.20
65.01	1	113.30
65.41	1	113.30
65.81	1	55.01
66.21	1	55.01
66.61	1	55.01
67.01	1	48.17
67.41	1	48.17
67.81	1	50.81
68.21	1	50.81
68.61	1	50.81
69.01	1	53.05
69.41	1	53.05
69.81	1	56.58
70.21	1	56.58
70.61	1	56.58
71.01	1	48.27
71.42	1	48.27
71.82	1	37.99
72.22	1	37.99
72.62	1	37.99
73.02	1	39.48
73.42	1	39.48
73.82	1	37.53
74.22	1	37.53
74.62	1	37.53
75.02	1	36.54
75.42	1	36.54
75.82	1	39.40
76.22	1	39.40
76.62	1	39.40
77.02	1	34.43
77.43	1	34.43
77.83	1	30.59
78.23	1	30.59
78.63	1	30.59
79.03	1	35.77
79.43	1	35.77
79.83	1	38.45
80.23	1	38.45
80.63	1	38.45
81.03	1	36.84
81.43	1	36.84
81.83	1	35.49
82.23	1	35.49
82.63	1	35.49
83.03	1	32.12
83.43	1	32.12
83.84	1	31.42
84.24	1	31.42
84.64	1	31.42
85.04	1	27.18
85.44	1	27.18
85.84	1	29.35
86.24	1	29.35
86.64	1	29.35
87.04	1	29.25
87.44	1	29.25
87.84	1	29.99
88.24	1	29.99
88.64	1	29.99
89.04	1	30.76
89.44	1	30.76
89.84	1	30.19
90.25	1	30.19
90.65	1	30.19
91.05	1	30.00
91.45	1	30.00
91.85	1	26.23
92.25	1	26.23
92.65	1	26.23
93.05	1	25.84
93.45	1	25.84
93.85	1	28.09
94.25	1	28.09
94.65	1	28.09
95.05	1	30.20
95.45	1	30.20
95.85	1	30.88
96.25	1	30.88
96.65	1	30.88
97.05	1	30.39
97.46	1	30.39
97.86	1	31.03
98.26	1	31.03
98.66	1	31.03
99.06	1	31.29
99.46	1	31.29
99.86	1	30.42
100.26	1	30.42
100.66	1	30.42
101.06	0	25.40
