t_rel_s	workers	mbps
25.74	2	0.00
26.14	2	0.00
26.54	2	0.00
26.94	2	0.83
27.34	2	0.83
27.74	2	2.04
28.14	2	2.04
28.54	2	2.04
28.94	2	1.94
29.34	2	1.94
29.74	2	194.18
30.14	2	194.18
30.54	2	194.18
30.94	1	535.92
31.34	1	535.92
31.74	1	737.63
32.15	1	737.63
32.55	1	737.63
32.95	1	735.50
33.35	1	735.50
33.75	1	596.87
34.15	1	596.87
34.55	1	596.87
34.95	1	665.99
35.35	1	665.99
35.75	2	653.44
36.15	2	653.44
36.55	2	653.44
36.95	2	651.93
37.35	2	651.93
37.75	2	610.82
38.15	2	610.82
38.55	2	610.82
38.95	2	335.52
39.35	2	335.52
39.75	2	363.46
40.15	2	363.46
40.55	2	363.46
40.95	1	472.49
41.35	1	472.49
41.75	1	435.84
42.15	1	435.84
42.56	1	435.84
42.96	1	434.06
43.36	1	434.06
43.76	1	388.20
44.16	1	388.20
44.56	1	388.20
44.96	1	293.37
45.36	1	293.37
45.76	2	204.76
46.16	2	204.76
46.56	2	204.76
46.96	2	154.88
47.36	2	154.88
47.76	2	256.24
48.16	2	256.24
48.56	2	256.24
48.96	2	253.30
49.36	2	253.30
49.76	2	262.18
50.16	2	262.18
50.56	2	262.18
50.96	1	276.27
51.36	1	276.27
51.77	1	265.46
52.17	1	265.46
52.57	1	265.46
52.97	1	269.13
53.37	1	269.13
53.77	1	253.46
54.17	1	253.46
54.57	1	253.46
54.97	1	221.43
55.37	1	221.43
55.77	1	204.20
56.17	1	204.20
56.57	1	204.20
56.97	1	184.81
57.37	1	184.81
57.77	1	157.92
58.17	1	157.92
58.57	1	157.92
58.97	1	97.63
59.37	1	97.63
59.77	1	45.48
60.18	1	45.48
60.58	1	45.48
60.98	1	36.33
61.38	1	36.33
61.78	1	27.75
62.18	1	27.75
62.58	1	27.75
62.98	1	25.64
63.38	1	25.64
63.78	1	22.90
64.18	1	22.90
64.58	1	22.90
64.98	1	22.95
65.38	1	22.95
65.79	1	24.67
66.19	1	24.67
66.59	1	24.67
66.99	1	25.28
67.39	1	25.28
67.79	1	23.97
68.19	1	23.97
68.59	1	23.97
68.99	1	24.88
69.39	1	24.88
69.79	1	16.43
70.19	1	16.43
70.59	1	16.43
70.99	1	9.47
71.39	1	9.47
71.79	1	10.62
72.20	1	10.62
72.60	1	10.62
73.00	1	11.06
73.40	1	11.06
73.80	1	10.81
74.20	1	10.81
74.60	1	10.81
75.00	1	11.58
75.40	1	11.58
75.80	1	12.08
76.20	1	12.08
76.60	1	12.08
77.00	1	12.73
77.40	1	12.73
77.80	1	13.76
78.20	1	13.76
78.60	1	13.76
79.01	1	16.37
79.41	1	16.37
79.81	1	15.23
80.21	1	15.23
80.61	1	15.23
81.01	2	16.44
81.41	2	16.44
81.81	2	19.95
82.21	2	19.95
82.61	2	19.95
83.01	2	241.69
83.41	2	241.69
83.81	2	302.28
84.22	2	302.28
84.62	2	302.28
85.02	2	224.49
85.42	2	224.49
85.82	7	207.22
86.22	7	207.22
86.62	7	207.22
87.02	7	182.25
87.42	7	182.25
87.82	7	515.38
88.22	7	515.38
88.62	7	515.38
89.02	7	872.76
89.42	7	872.76
89.82	7	1507.69
90.22	7	1507.69
90.62	7	1507.69
91.03	11	1452.10
91.43	11	1452.10
91.83	11	1168.78
92.23	11	1168.78
92.63	11	1168.78
93.03	11	957.92
93.43	11	957.92
93.83	11	1339.97
94.23	11	1339.97
94.63	11	1339.97
95.03	11	1448.45
95.43	11	1448.45
95.83	12	1203.37
96.23	12	1203.37
96.63	12	1203.37
97.03	12	829.36
97.43	12	829.36
97.83	12	592.05
98.23	12	592.05
98.63	12	592.05
99.04	12	449.80
99.44	12	449.80
99.84	12	401.33
100.24	12	401.33
100.64	12	401.33
101.04	7	464.67
101.44	7	464.67
101.84	7	822.92
102.24	7	822.92
102.64	7	822.92
103.04	7	806.91
103.44	7	806.91
103.84	7	796.78
104.24	7	796.78
104.64	7	796.78
105.04	7	628.67
105.44	7	628.67
105.84	6	552.84
106.24	6	552.84
106.64	6	552.84
107.04	6	618.90
107.44	6	618.90
107.84	6	599.50
108.24	6	599.50
108.64	5	599.50
109.04	5	401.90
109.44	5	401.90
109.84	5	401.67
110.24	5	401.67
110.64	5	401.67
111.05	5	401.27
111.45	5	401.27
111.85	5	424.18
112.25	5	424.18
112.65	5	424.18
113.05	4	409.00
113.45	4	409.00
113.85	4	195.44
114.25	4	195.44
114.65	4	195.44
115.05	4	155.34
115.45	4	155.34
115.85	4	92.53
116.25	4	92.53
116.65	4	92.53
117.05	4	93.70
117.45	4	93.70
117.85	4	86.59
118.25	4	86.59
118.65	4	86.59
119.05	4	75.23
119.45	4	75.23
119.85	4	74.65
120.25	3	74.65
120.66	3	74.65
121.06	3	60.86
121.46	3	60.86
121.86	3	53.95
122.26	3	53.95
122.66	3	53.95
123.06	3	49.25
123.46	3	49.25
123.86	3	48.12
124.26	3	48.12
124.66	3	48.12
125.06	3	37.36
125.46	3	37.36
125.86	3	37.08
126.26	3	37.08
126.66	3	37.08
127.06	3	36.45
127.46	3	36.45
127.86	3	38.55
128.26	3	38.55
128.66	3	38.55
129.06	3	39.36
129.46	3	39.36
129.87	3	35.83
130.27	3	35.83
130.67	3	35.83
131.07	3	39.59
131.47	3	39.59
131.87	3	41.57
132.27	3	41.57
132.67	3	41.57
133.07	3	44.20
133.47	3	44.20
133.87	3	47.58
134.27	3	47.58
134.67	3	47.58
135.07	3	46.91
135.47	3	46.91
135.88	3	48.36
136.28	3	48.36
136.68	3	48.36
137.08	3	50.74
137.48	3	50.74
137.88	3	53.41
138.28	2	53.41
138.68	2	53.41
139.08	2	40.28
139.48	2	40.28
