t_rel_s	workers	mbps
5.46	2	0.00
5.86	2	0.00
6.26	2	0.00
6.67	2	0.77
7.07	2	0.77
7.47	2	154.23
7.87	2	154.23
8.27	2	154.23
8.67	2	292.43
9.07	2	292.43
9.47	2	241.06
9.87	2	241.06
10.27	2	241.06
10.67	1	280.19
11.07	1	280.19
11.47	1	624.52
11.87	1	624.52
12.27	1	624.52
12.67	1	516.49
13.07	1	516.49
13.47	1	641.54
13.87	1	641.54
14.27	1	641.54
14.67	1	677.09
15.08	1	677.09
15.48	2	506.85
15.88	2	506.85
16.28	2	506.85
16.68	2	693.57
17.08	2	693.57
17.48	2	906.94
17.88	2	906.94
18.28	2	906.94
18.68	2	938.92
19.08	2	938.92
19.48	2	863.69
19.88	2	863.69
20.28	2	863.69
20.68	3	860.54
21.08	3	860.54
21.48	3	1091.80
21.88	3	1091.80
22.28	3	1091.80
22.69	3	1283.06
23.09	3	1283.06
23.49	3	1346.18
23.89	3	1346.18
24.29	3	1346.18
24.69	3	1313.25
25.09	3	1313.25
25.49	4	1214.94
25.89	3	1214.94
26.29	3	1214.94
26.69	3	1270.30
27.09	3	1270.30
27.49	3	1382.37
27.89	3	1382.37
28.29	3	1382.37
28.69	3	1314.80
29.09	3	1314.80
29.49	2	1375.96
29.89	2	1375.96
30.29	2	1375.96
30.69	2	840.33
31.09	2	840.33
31.50	2	893.63
31.90	2	893.63
32.30	1	893.63
32.70	1	658.83
33.10	1	658.83
33.12	0	658.83
