t_rel_s	workers	mbps
4.76	18	0.00
5.16	18	0.00
5.56	9	0.00
5.96	8	780.89
6.36	7	780.89
6.76	7	2287.57
7.16	7	2287.57
7.56	7	2287.57
7.96	7	2189.27
8.36	7	2189.27
8.76	7	2075.22
9.17	7	2075.22
9.57	7	2075.22
9.97	6	2170.25
10.37	6	2170.25
10.77	5	1964.01
11.17	5	1964.01
11.57	5	1964.01
11.97	5	1549.78
12.37	5	1549.78
12.77	5	1366.24
13.17	5	1366.24
13.57	5	1366.24
13.97	5	1450.63
14.37	5	1450.63
14.77	5	1378.83
15.17	4	1378.83
15.57	4	1378.83
15.97	4	1068.08
16.37	4	1068.08
16.77	4	1052.54
17.17	4	1052.54
17.57	3	1052.54
17.97	2	975.47
18.37	2	975.47
18.78	2	390.04
19.18	2	390.04
19.58	2	390.04
19.98	2	357.32
20.38	2	357.32
20.78	2	343.50
21.18	2	343.50
21.58	2	343.50
21.98	1	305.12
22.38	1	305.12
22.78	1	15.93
23.18	1	15.93
23.58	1	15.93
23.98	1	16.95
24.38	1	16.95
24.78	1	14.46
25.18	1	14.46
25.59	1	14.46
25.99	1	10.17
26.39	1	10.17
26.79	1	11.00
27.19	1	11.00
27.59	1	11.00
27.99	1	11.45
28.39	1	11.45
28.79	1	11.52
29.19	1	11.52
29.59	1	11.52
29.99	1	11.77
30.39	1	11.77
30.79	1	12.60
31.19	1	12.60
31.59	1	12.60
31.99	1	13.17
32.39	1	13.17
32.79	1	14.14
33.19	1	14.14
33.60	1	14.14
34.00	1	16.70
34.40	1	16.70
34.80	1	21.36
35.20	1	21.36
35.60	1	21.36
36.00	1	19.06
36.40	1	19.06
36.80	1	18.03
37.20	1	18.03
37.60	1	18.03
38.00	1	19.12
38.40	1	19.12
38.80	1	17.52
39.20	1	17.52
39.60	1	17.52
40.00	1	15.78
40.40	1	15.78
40.81	1	14.64
41.21	1	14.64
41.61	1	14.64
42.01	1	15.16
42.41	1	15.16
42.81	1	15.68
43.21	1	15.68
43.61	1	15.68
44.01	1	12.78
44.41	1	12.78
44.81	1	13.44
45.21	1	13.44
45.61	1	13.44
46.02	1	14.90
46.42	1	14.90
46.82	1	15.93
47.22	1	15.93
47.62	1	15.93
48.02	1	15.68
48.42	1	15.68
48.82	1	15.41
49.22	1	15.41
49.62	1	15.41
50.02	1	16.12
50.42	1	16.12
50.82	1	16.13
51.22	1	16.13
51.62	1	16.13
52.02	1	17.46
52.42	1	17.46
52.82	1	19.95
53.22	1	19.95
53.63	1	19.95
54.03	1	21.28
54.43	1	21.28
54.83	1	19.39
55.23	1	19.39
55.63	1	19.39
56.03	1	13.56
56.43	1	13.56
56.83	1	13.30
57.23	1	13.30
57.63	1	13.30
58.03	1	12.98
58.43	1	12.98
58.83	1	13.23
59.23	1	13.23
59.63	1	13.23
60.03	1	13.09
60.43	1	13.09
60.83	1	13.68
61.23	1	13.68
61.64	1	13.68
62.04	1	11.64
62.44	1	11.64
62.84	1	11.70
63.24	1	11.70
63.64	1	11.70
64.04	1	13.49
64.44	1	13.49
64.84	1	13.55
65.24	1	13.55
65.64	1	13.55
66.04	1	13.88
66.44	1	13.88
66.84	1	14.19
67.25	1	14.19
67.65	1	14.19
68.05	1	13.75
68.45	1	13.75
68.85	1	14.65
69.25	1	14.65
69.65	1	14.65
70.05	1	16.12
70.45	1	16.12
70.85	1	17.34
71.25	1	17.34
71.65	1	17.34
72.05	1	13.04
72.45	1	13.04
72.85	1	7.55
73.26	1	7.55
73.66	1	7.55
74.06	1	6.39
74.46	1	6.39
74.86	1	6.78
75.26	1	6.78
75.66	1	6.78
75.97	0	7.42
